year,month,import_val,export_val,import_kg,export_kg,import_val_growth,import_val_growth_5,export_val_growth,export_val_growth_5,wld_diversity,wld_diversity_eff,hs_diversity,hs_diversity_eff,eci,bra_id,ibge_id
2011,0,1632455.00,None,169524,None,-0.408796,None,None,None,0,None,0,None,None,4mg070519,3169109
2013,0,19693.00,None,17352,None,None,-0.583515,None,None,0,None,0,None,None,4mg070519,3169109
2000,0,None,24.00,None,14,None,None,None,None,1,1.0,1,1.0,None,4mg070600,3109709
2001,0,None,6051.00,None,3390,None,None,251.125,None,1,1.0,1,1.0,None,4mg070600,3109709
2006,0,None,1057.00,None,63,None,None,None,-0.294577,1,1.0,1,1.0,-0.000254495,4mg070600,3109709
2009,0,50071.00,None,20100,None,None,None,None,None,0,None,0,None,None,4mg070600,3109709
2010,0,4121830.00,None,1331942,None,81.3197,None,None,None,0,None,0,None,None,4mg070600,3109709
2011,0,10561692.00,None,3219631,None,1.56238,None,None,None,0,None,0,None,None,4mg070600,3109709
2012,0,11945324.00,None,2893729,None,0.131005,None,None,None,0,None,0,None,None,4mg070600,3109709
2013,0,9426442.00,None,3745746,None,-0.210868,None,None,None,0,None,0,None,None,4mg070600,3109709
2014,0,6747384.00,30583.00,2671409,1563,-0.284207,1.66631,None,None,1,1.0,3,1.18573,2.59652e-05,4mg070600,3109709
2004,0,None,598.00,None,160,None,None,None,None,1,1.0,1,1.0,-1.50976e-05,4mg070601,3113602
2013,0,2278.00,None,4,None,None,None,None,None,0,None,0,None,None,4mg070601,3113602
2014,0,33546.00,None,472,None,13.7261,None,None,None,0,None,0,None,None,4mg070601,3113602
2008,0,3200.00,None,2,None,None,None,None,None,0,None,0,None,None,4mg070603,3117801
2009,0,6530.00,None,11,None,1.04062,None,None,None,0,None,0,None,None,4mg070603,3117801
2010,0,176600.00,None,14478,None,26.0444,None,None,None,0,None,0,None,None,4mg070603,3117801
2011,0,190270.00,None,24530,None,0.0774066,None,None,None,0,None,0,None,None,4mg070603,3117801
2012,0,967238.00,8396358.00,68827,352006,4.0835,None,None,None,1,1.0,1,1.0,-0.00503767,4mg070603,3117801
2013,0,1385644.00,13384218.00,78862,488594,0.432578,2.36744,0.59405,None,1,1.0,1,1.0,-0.00642244,4mg070603,3117801
2014,0,1595445.00,14432060.00,96851,532990,0.15141,2.00327,0.0782894,None,1,1.0,1,1.0,-0.0109075,4mg070603,3117801
2000,0,21003278.00,8647329.00,1294348,886428,None,None,None,None,22,5.27429,30,1.71056,None,4mg070608,3159605
2001,0,20746576.00,5680089.00,988242,527072,-0.012222,None,-0.343139,None,26,9.4324,29,2.44906,None,4mg070608,3159605
2002,0,16000983.00,3500819.00,1026737,276483,-0.228741,None,-0.383668,None,32,13.1624,34,4.00076,0.105575,4mg070608,3159605
2003,0,18816318.00,3686662.00,1506696,350561,0.175948,None,0.0530856,None,28,11.6648,36,3.28606,0.312229,4mg070608,3159605
2004,0,49609151.00,5911370.00,2990623,549045,1.6365,None,0.603448,None,37,12.6327,50,4.4752,0.419377,4mg070608,3159605
2005,0,43355525.00,7110757.00,2835372,697969,-0.126058,0.155983,0.202895,-0.0383727,37,12.632,52,5.45922,0.298248,4mg070608,3159605
2006,0,71228033.00,5704730.00,3410289,409659,0.642882,0.279796,-0.197732,0.000866126,35,11.6878,51,6.52149,0.223856,4mg070608,3159605
2007,0,72879291.00,9477739.00,2664238,561131,0.0231827,0.354227,0.661383,0.220414,43,10.3382,60,7.66759,0.30561,4mg070608,3159605
2008,0,91903338.00,8864924.00,3057753,335734,0.261035,0.373281,-0.0646584,0.191814,39,12.5451,56,8.91337,0.450487,4mg070608,3159605
2009,0,58230147.00,7852720.00,2631004,273113,-0.366398,0.0325646,-0.114181,0.0584404,41,10.2726,60,11.7248,0.390061,4mg070608,3159605
2010,0,152622224.00,7652403.00,4518977,283430,1.62102,0.286218,-0.0255092,0.0147905,39,8.44934,56,12.7973,0.304489,4mg070608,3159605
2011,0,155379221.00,12406766.00,4897593,421013,0.0180642,0.168822,0.62129,0.168113,39,6.59013,60,11.4578,0.411219,4mg070608,3159605
2012,0,158684799.00,12312384.00,4574957,318992,0.0212743,0.168386,-0.0076073,0.0537255,47,6.3757,59,12.1593,0.344597,4mg070608,3159605
2013,0,188059968.00,13213848.00,5392404,419187,0.185116,0.153966,0.073216,0.0831057,37,7.46672,55,10.1152,0.281794,4mg070608,3159605
2014,0,174747544.00,12679592.00,4187467,311646,-0.0707882,0.245812,-0.0404315,0.100568,42,11.571,69,13.7273,0.333865,4mg070608,3159605
2000,0,304132.00,None,82000,None,None,None,None,None,0,None,0,None,None,4mg070609,3162005
2003,0,None,22579.00,None,11520,None,None,None,None,1,1.0,1,1.0,0.000873515,4mg070609,3162005
2004,0,72700.00,None,1600,None,None,None,None,None,0,None,0,None,None,4mg070609,3162005
2005,0,None,4198.00,None,166,None,None,None,None,1,1.0,3,2.76133,6.06941e-05,4mg070609,3162005
2006,0,10030.00,22770.00,15000,8280,None,None,4.42401,None,1,1.0,1,1.0,0.000108452,4mg070609,3162005
2007,0,10405.00,None,15000,None,0.0373878,None,None,None,0,None,0,None,None,4mg070609,3162005
2008,0,22158.00,None,30000,None,1.12955,None,None,None,0,None,0,None,None,4mg070609,3162005
2009,0,185791.00,383.00,17385,24,7.38483,0.206419,None,None,1,1.0,2,1.7303,2.14909e-06,4mg070609,3162005
2010,0,1957.00,11608.00,56,73,-0.989467,None,29.3081,0.225584,2,1.73892,2,1.73892,0.000230409,4mg070609,3162005
2011,0,108419.00,22690.00,59537,426,54.4006,0.609759,0.954686,-0.000703669,3,2.20956,3,2.80734,0.000152255,4mg070609,3162005
2012,0,674100.00,4611.00,112229,80,5.21755,1.30301,-0.796783,None,3,1.79694,3,1.77489,4.91187e-05,4mg070609,3162005
2013,0,2365681.00,4234.00,336885,94,2.50939,1.54498,-0.081761,None,1,1.0,3,2.29004,2.9205e-05,4mg070609,3162005
2014,0,509910.00,112142.00,55406,1457,-0.784455,0.223753,25.4861,2.11397,4,1.96551,6,4.19023,-0.0166635,4mg070609,3162005
2010,0,None,1800.00,None,26,None,None,None,None,1,1.0,1,1.0,1.19994e-06,4mg070612,3164407
2011,0,None,2160.00,None,23,None,None,0.2,None,1,1.0,1,1.0,1.24465e-06,4mg070612,3164407
2004,0,None,11184.00,None,8000,None,None,None,None,1,1.0,1,1.0,-0.00407445,4mg070613,3167400
2005,0,8530.00,70164.00,690,43280,None,None,5.27361,None,5,4.11396,3,2.01752,-0.468869,4mg070613,3167400
2006,0,39199.00,172803.00,15313,55755,3.59543,None,1.46284,None,4,2.51707,3,2.08378,-0.965749,4mg070613,3167400
2007,0,109658.00,235563.00,111272,55900,1.79747,None,0.363188,None,4,2.98899,2,1.43977,-0.9379,4mg070613,3167400
2008,0,191106.00,None,127343,None,0.742746,None,None,None,0,None,0,None,None,4mg070613,3167400
2009,0,423702.00,None,271674,None,1.2171,None,None,None,0,None,0,None,None,4mg070613,3167400
2010,0,801508.00,None,525499,None,0.891679,1.4808,None,None,0,None,0,None,None,4mg070613,3167400
2011,0,559641.00,660.00,412695,12,-0.301765,0.701872,None,-0.671604,1,1.0,1,1.0,-0.00056471,4mg070613,3167400
2012,0,334837.00,7200.00,230124,3000,-0.401693,0.25014,9.90909,-0.502211,1,1.0,1,1.0,-0.0252159,4mg070613,3167400
2013,0,611939.00,None,406051,None,0.827573,0.26208,None,None,0,None,0,None,None,4mg070613,3167400
2014,0,795394.00,None,481322,None,0.299793,0.134238,None,None,0,None,0,None,None,4mg070613,3167400
2000,0,None,6675014.00,None,28194969,None,None,None,None,21,6.78636,2,1.22248,None,4mg070701,3104908
2001,0,None,7609594.00,None,34981225,None,None,0.140012,None,18,7.22787,2,1.01215,None,4mg070701,3104908
2002,0,4760.00,9271898.00,119,49289343,None,None,0.218448,None,21,7.28056,3,1.19212,-0.530072,4mg070701,3104908
2003,0,26751.00,12701839.00,460,68868801,4.61996,None,0.369929,None,33,7.91223,2,1.23201,-0.384435,4mg070701,3104908
2004,0,25421.00,17395550.00,3676,90562011,-0.0497178,None,0.36953,None,34,8.19526,3,1.24048,-0.451868,4mg070701,3104908
2005,0,14166.00,19927024.00,300,92671574,-0.442744,None,0.145524,0.244509,41,7.87698,3,1.20323,-0.28739,4mg070701,3104908
2006,0,12049.00,23823965.00,791,96665484,-0.149442,None,0.195561,0.256407,47,8.31633,3,1.22897,-0.342252,4mg070701,3104908
2007,0,172435.00,29287885.00,2051,106666308,13.3111,1.05024,0.229346,0.258647,46,8.5219,6,1.31824,-0.333567,4mg070701,3104908
2008,0,10640.00,25298308.00,268,77230718,-0.938296,-0.168389,-0.136219,0.147744,42,9.43965,6,1.33373,-0.126037,4mg070701,3104908
2009,0,9283.00,19731826.00,8207,63165077,-0.127538,-0.182479,-0.220034,0.025524,41,8.91996,4,1.40966,-0.265451,4mg070701,3104908
2010,0,117703.00,19004632.00,250292,62768420,11.6794,0.527243,-0.0368539,-0.00943403,32,8.04057,6,1.28421,-0.441517,4mg070701,3104908
2011,0,868637.00,15403732.00,60415,44170587,6.37991,1.35276,-0.189475,-0.0835213,25,6.74553,2,1.09393,-0.320129,4mg070701,3104908
2012,0,4012.00,8101216.00,16080,23279050,-0.995381,-0.528646,-0.474074,-0.226656,20,6.23627,4,1.37409,-0.0568758,4mg070701,3104908
2013,0,378953.00,4021438.00,13554,9477240,93.4549,1.04328,-0.503601,-0.307758,16,6.58106,2,1.07151,-0.00324257,4mg070701,3104908
2014,0,2810.00,4308432.00,105,11826059,-0.992585,-0.212585,0.071366,-0.262384,15,6.24086,2,1.36836,-0.00825303,4mg070701,3104908
2000,0,None,476858.00,None,102552,None,None,None,None,3,1.68434,1,1.0,None,4mg070702,3110707
2001,0,150906.00,436409.00,130455,90047,None,None,-0.084824,None,2,1.18753,2,1.09619,None,4mg070702,3110707
2002,0,None,431312.00,None,110587,None,None,-0.0116794,None,1,1.0,1,1.0,0.00923957,4mg070702,3110707
2005,0,None,876.00,None,468,None,None,None,-0.716324,1,1.0,2,1.28367,-1.60187e-05,4mg070702,3110707
2000,0,8341.00,None,1208,None,None,None,None,None,0,None,0,None,None,4mg070703,3114105
2001,0,8760.00,None,1568,None,0.0502338,None,None,None,0,None,0,None,None,4mg070703,3114105
2002,0,3571.00,None,949,None,-0.592352,None,None,None,0,None,0,None,None,4mg070703,3114105
2003,0,443.00,27798.00,420,19200,-0.875945,None,None,None,1,1.0,1,1.0,-4.75074e-05,4mg070703,3114105
2004,0,None,65709.00,None,36480,None,None,1.3638,None,1,1.0,1,1.0,-8.03424e-05,4mg070703,3114105
2005,0,None,29821.00,None,10980,None,None,-0.546166,None,1,1.0,1,1.0,-2.6034e-05,4mg070703,3114105
2006,0,None,168452.00,None,47220,None,None,4.64877,None,2,1.88982,1,1.0,-0.000119373,4mg070703,3114105
2007,0,None,239247.00,None,70620,None,None,0.420268,None,2,1.71509,1,1.0,-0.000144103,4mg070703,3114105
2008,0,None,153571.00,None,57600,None,None,-0.358107,0.407535,1,1.0,1,1.0,-7.7288e-05,4mg070703,3114105
2009,0,None,56344.00,None,19200,None,None,-0.633108,-0.030284,1,1.0,1,1.0,-2.9522e-05,4mg070703,3114105
2010,0,51485.00,2343244.00,4802,549720,None,None,40.5882,1.39364,9,5.77461,1,1.0,-0.000874145,4mg070703,3114105
2011,0,27324.00,7268447.00,1436,1903371,-0.469282,None,2.10187,1.12321,13,9.00537,6,1.42739,-0.00987791,4mg070703,3114105
2012,0,None,12680787.00,None,3121778,None,None,0.744635,1.21238,15,7.56806,8,1.17616,-0.00763403,4mg070703,3114105
2013,0,None,14319439.00,None,3404721,None,None,0.129223,1.47698,14,5.72483,3,1.02284,-0.00760289,4mg070703,3114105
2014,0,None,23932013.00,None,5317147,None,None,0.671295,2.35449,12,5.48079,2,1.03836,-0.010738,4mg070703,3114105
2001,0,None,181576.00,None,638445,None,None,None,None,3,1.63809,3,1.23343,None,4mg070704,3115508
2002,0,None,28477.00,None,144400,None,None,-0.843168,None,2,1.50051,2,1.50051,-0.00146309,4mg070704,3115508
2003,0,None,96849.00,None,468624,None,None,2.40096,None,4,3.17627,3,1.64415,-0.00253489,4mg070704,3115508
2004,0,None,849019.00,None,3741956,None,None,7.76642,None,6,3.48835,5,1.517,-0.0208025,4mg070704,3115508
2005,0,None,1103414.00,None,3372917,None,None,0.299634,None,4,2.18651,3,1.83075,-0.0124328,4mg070704,3115508
2006,0,None,934368.00,None,3295751,None,None,-0.153203,0.387688,5,1.60691,2,1.26032,-0.0134223,4mg070704,3115508
2007,0,27700.00,1825926.00,13000,4783102,None,None,0.954183,1.29825,12,6.25482,3,1.90919,-0.0158467,4mg070704,3115508
2008,0,124376.00,1603752.00,39760,3975289,3.49011,None,-0.121677,0.753107,16,6.23548,2,1.95885,-0.00698787,4mg070704,3115508
2009,0,None,758689.00,None,2202804,None,None,-0.526929,-0.0222467,13,5.63256,2,1.97212,-0.0069238,4mg070704,3115508
2010,0,None,1088147.00,None,2450289,None,None,0.434246,-0.00278267,13,4.41319,4,2.3788,-0.0210631,4mg070704,3115508
2011,0,None,468988.00,None,381410,None,None,-0.569003,-0.128778,1,1.0,1,1.0,-0.00158747,4mg070704,3115508
2012,0,None,2501021.00,None,8451823,None,None,4.3328,0.0649442,14,4.34188,3,1.63569,-0.0173311,4mg070704,3115508
2013,0,None,3792028.00,None,12151414,None,None,0.516192,0.18781,13,4.1845,3,1.38475,-0.0468185,4mg070704,3115508
2014,0,None,3701509.00,None,13155087,None,None,-0.0238709,0.372976,13,3.75721,1,1.0,-0.0470136,4mg070704,3115508
2001,0,None,24752.00,None,537,None,None,None,None,1,1.0,2,1.94459,None,4mg070705,3117702
2002,0,None,47750.00,None,4147,None,None,0.929137,None,1,1.0,1,1.0,-0.0144038,4mg070705,3117702
2003,0,None,638.00,None,21,None,None,-0.986639,None,1,1.0,1,1.0,-0.000190068,4mg070705,3117702
2004,0,3727.00,None,1750,None,None,None,None,None,0,None,0,None,None,4mg070705,3117702
2005,0,None,922.00,None,30,None,None,None,None,1,1.0,1,1.0,-0.000229239,4mg070705,3117702
2009,0,21193.00,None,1600,None,None,0.415685,None,None,0,None,0,None,None,4mg070705,3117702
2010,0,None,12818.00,None,183,None,None,None,0.692848,1,1.0,1,1.0,-0.00246679,4mg070705,3117702
2014,0,14765.00,None,0,None,None,-0.0697317,None,None,0,None,0,None,None,4mg070705,3117702
2000,0,869561.00,109500.00,430623,35900,None,None,None,None,2,1.68203,2,1.23664,None,4mg070706,3133006
2001,0,139863.00,255771.00,34822,29028,-0.839157,None,1.33581,None,3,1.46593,4,1.70934,None,4mg070706,3133006
2002,0,None,44300.00,None,4770,None,None,-0.826798,None,1,1.0,6,4.36588,0.0102495,4mg070706,3133006
2006,0,11094345.00,None,740108,None,None,1.39817,None,None,0,None,0,None,None,4mg070706,3133006
2007,0,18642992.00,2200577.00,11242426,1201641,0.680405,None,None,1.18387,10,6.06547,1,1.0,0.00413122,4mg070706,3133006
2008,0,28390187.00,7048263.00,14662192,3147242,0.522834,None,2.20292,None,18,11.9592,1,1.0,0.013356,4mg070706,3133006
2009,0,24598317.00,6343196.00,21296492,3810040,-0.133563,None,-0.100034,None,20,11.1625,1,1.0,0.0134532,4mg070706,3133006
2010,0,19474770.00,3793019.00,9488971,2470351,-0.208289,None,-0.402033,None,16,12.3286,1,1.0,0.00656532,4mg070706,3133006
2011,0,30223544.00,66599.00,14771870,28626,0.551933,0.221937,-0.982442,None,1,1.0,1,1.0,9.86842e-05,4mg070706,3133006
2012,0,30911684.00,None,14784949,None,0.0227683,0.106424,None,None,0,None,0,None,None,4mg070706,3133006
2013,0,33326624.00,63500.00,14924618,21548,0.0781239,0.0325822,None,-0.610113,1,1.0,3,1.47555,0.000164678,4mg070706,3133006
2014,0,44913119.00,None,20049189,None,0.347665,0.12796,None,None,0,None,0,None,None,4mg070706,3133006
2000,0,1028065.00,34961.00,544417,19481,None,None,None,None,1,1.0,2,1.75552,None,4mg070707,3133105
2001,0,981563.00,None,752540,None,-0.0452325,None,None,None,0,None,0,None,None,4mg070707,3133105
2002,0,478094.00,1802.00,147509,395,-0.512926,None,None,None,1,1.0,1,1.0,-1.33496e-05,4mg070707,3133105
2003,0,261749.00,28933.00,33271,24714,-0.452516,None,15.056,None,1,1.0,5,3.18886,-0.00730254,4mg070707,3133105
2004,0,150642.00,70994.00,15466,630,-0.424479,None,1.45374,None,13,4.57858,1,1.0,-0.224659,4mg070707,3133105
2005,0,6512.00,82170.00,242,869,-0.956772,-0.636639,0.157422,0.186386,7,2.35363,1,1.0,-0.173385,4mg070707,3133105
2006,0,124279.00,1321564.00,289,1387856,18.0846,-0.338552,15.0833,None,10,3.60364,4,1.25287,-0.373358,4mg070707,3133105
2007,0,654749.00,7226070.00,18051,6303272,4.26838,0.0649085,4.46782,4.25569,18,5.68176,2,1.02439,-0.180629,4mg070707,3133105
2008,0,1888201.00,22035618.00,613061,15450778,1.88385,0.484679,2.04946,2.77004,20,4.06482,2,1.01248,-0.264999,4mg070707,3133105
2009,0,1971446.00,18348034.00,315320,15418992,0.0440869,0.672506,-0.167347,2.0372,25,3.58352,5,1.0165,-0.286204,4mg070707,3133105
2010,0,6853.00,12802705.00,142,9962123,-0.996524,0.0102603,-0.30223,1.74484,21,2.70417,10,1.03909,-0.463916,4mg070707,3133105
2011,0,599794.00,8433282.00,381536,6094732,86.5228,0.370001,-0.341289,0.448711,6,1.79649,6,1.01288,-0.0112413,4mg070707,3133105
2012,0,45726.00,18491291.00,656,12480105,-0.923764,-0.412757,1.19266,0.206738,8,2.38772,1,1.0,-0.0439729,4mg070707,3133105
2013,0,4666666.00,5459580.00,173484,3979675,101.057,0.198372,-0.704749,-0.243504,4,1.91996,1,1.0,-0.0207946,4mg070707,3133105
2014,0,51008.00,5311209.00,26678,4177903,-0.98907,-0.518528,-0.0271763,-0.219594,3,1.26001,1,1.0,-0.0141082,4mg070707,3133105
2000,0,14145.00,None,1170,None,None,None,None,None,0,None,0,None,None,4mg070709,3137809
2003,0,65129.00,6974.00,1530,566,None,None,None,None,2,1.94588,1,1.0,0.00235996,4mg070709,3137809
2004,0,None,37727.00,None,4414,None,None,4.40966,None,3,1.9197,2,1.1542,0.0152512,4mg070709,3137809
2005,0,None,138067.00,None,11981,None,None,2.65963,None,3,1.59802,5,2.54328,0.0121753,4mg070709,3137809
2006,0,17600.00,109702.00,22,6498,None,None,-0.205444,None,4,1.37316,2,1.06945,0.0244509,4mg070709,3137809
2007,0,None,43948.00,None,2260,None,None,-0.599387,None,3,2.96025,2,1.88954,0.00415515,4mg070709,3137809
2008,0,None,17410.00,None,1347,None,None,-0.60385,0.20078,4,3.04169,1,1.0,0.00259059,4mg070709,3137809
2009,0,None,30478.00,None,3162,None,None,0.750603,-0.0417765,2,1.67895,2,1.67895,0.0010605,4mg070709,3137809
2010,0,11192.00,172226.00,1145,9662,None,None,4.65083,0.0452057,3,1.33346,3,1.27602,0.00473442,4mg070709,3137809
2011,0,72109.00,48440.00,4615,3227,5.44291,0.325853,-0.718742,-0.150824,4,3.37452,3,1.87042,0.0025241,4mg070709,3137809
2012,0,11565.00,21169.00,757,1745,-0.839618,None,-0.562985,-0.135923,3,2.37297,1,1.0,0.00370554,4mg070709,3137809
2013,0,250158.00,114752.00,133134,5632,20.6306,None,4.42076,0.458117,6,3.90398,3,1.62396,0.0159222,4mg070709,3137809
2014,0,755266.00,24812.00,300537,2648,2.01916,None,-0.783777,-0.040301,5,4.15847,11,1.9911,0.00189347,4mg070709,3137809
2000,0,83034.00,None,5076,None,None,None,None,None,0,None,0,None,None,4mg070711,3147600
2001,0,24143.00,None,21063,None,-0.70924,None,None,None,0,None,0,None,None,4mg070711,3147600
2002,0,68346.00,None,4516,None,1.83088,None,None,None,0,None,0,None,None,4mg070711,3147600
2007,0,None,11142.00,None,12972,None,None,None,None,1,1.0,1,1.0,-0.000204823,4mg070711,3147600
2008,0,None,127062.00,None,55725,None,None,10.4039,None,4,1.98658,2,1.06935,-0.0013655,4mg070711,3147600
2009,0,9400.00,69445.00,117,30195,None,None,-0.453456,None,1,1.0,1,1.0,-0.0014796,4mg070711,3147600
2010,0,None,25291.00,None,12746,None,None,-0.635813,None,2,1.94979,1,1.0,-0.000425154,4mg070711,3147600
2011,0,204803.00,34876.00,63000,13716,None,None,0.378989,None,1,1.0,1,1.0,-0.000409826,4mg070711,3147600
2012,0,None,26360.00,None,10700,None,None,-0.244179,0.187945,1,1.0,1,1.0,-0.00022729,4mg070711,3147600
2013,0,None,1250.00,None,16,None,None,None,None,1,1.0,1,1.0,-4.51668e-06,4mg070712,3152600
2000,0,1512135.00,129461.00,122786,63379,None,None,None,None,3,1.37835,2,1.34028,None,4mg070713,3163706
2001,0,70180.00,25720.00,7830,6248,-0.953589,None,-0.80133,None,2,1.99995,2,1.99995,None,4mg070713,3163706
2002,0,82196.00,772.00,8561,334,0.171217,None,-0.969984,None,1,1.0,1,1.0,-9.0158e-05,4mg070713,3163706
2003,0,31604.00,34608.00,5475,1566,-0.615504,None,43.829,None,1,1.0,7,4.76446,-0.247882,4mg070713,3163706
2004,0,None,4993.00,None,41,None,None,-0.855727,None,1,1.0,2,1.37847,-0.000303873,4mg070713,3163706
2005,0,153666.00,6438.00,120000,2070,None,-0.367009,0.289405,-0.451316,1,1.0,3,2.58916,-0.00017806,4mg070713,3163706
2006,0,8655.00,50673.00,171,15184,-0.943677,-0.342023,6.87092,0.145252,1,1.0,3,2.56869,-0.00155343,4mg070713,3163706
2007,0,4984.00,12220.00,334,3493,-0.424148,-0.429119,-0.758846,0.737364,5,1.90369,5,2.59866,-0.000148177,4mg070713,3163706
2008,0,733331.00,None,23962,None,146.137,0.875476,None,None,0,None,0,None,None,4mg070713,3163706
2009,0,39953.00,None,17464,None,-0.945518,None,None,None,0,None,0,None,None,4mg070713,3163706
2010,0,66729.00,1639.00,89703,2,0.670187,-0.153655,None,-0.239384,1,1.0,1,1.0,-0.00789942,4mg070713,3163706
2011,0,65569.00,None,59706,None,-0.0173837,0.499292,None,None,0,None,0,None,None,4mg070713,3163706
2012,0,147612.00,None,149157,None,1.25125,0.969286,None,None,0,None,0,None,None,4mg070713,3163706
2013,0,118042.00,None,53932,None,-0.200322,-0.306019,None,None,0,None,0,None,None,4mg070713,3163706
2014,0,136218.00,2080.00,134113,419,0.153979,0.278018,None,None,3,2.92043,3,2.93378,-3.28806e-05,4mg070713,3163706
2004,0,None,13684.00,None,3820,None,None,None,None,1,1.0,1,1.0,-1.67314e-05,4mg070715,3167806
2008,0,None,37367.00,None,12300,None,None,None,None,1,1.0,1,1.0,-1.88058e-05,4mg070715,3167806
2009,0,None,40634.00,None,14651,None,None,0.0874301,0.243184,2,1.99737,2,1.99737,-7.5752e-05,4mg070715,3167806
2010,0,None,62759.00,None,10185,None,None,0.544495,None,1,1.0,1,1.0,0.000156145,4mg070715,3167806
