year,age,classes,enrolled,enrolled_growth,enrolled_growth_5,bra_id,num_schools,ibge_id
2009,12.7486,327,8311,-0.00740475,None,4mg070713,21,3163706
2010,12.8817,325,8235,-0.00914451,None,4mg070713,21,3163706
2011,12.9404,318,8049,-0.0225865,None,4mg070713,21,3163706
2012,12.9635,310,7778,-0.0336688,-0.0173654,4mg070713,20,3163706
2013,12.85,304,7556,-0.03,-0.02,4mg070713,20,3163706
2014,12.78,296,7428,-0.02,-0.02,4mg070713,20,3163706
2007,12.5011,20,443,None,None,4mg070714,4,3164902
2008,12.6477,22,440,-0.00677201,None,4mg070714,4,3164902
2009,12.4858,22,387,-0.120455,None,4mg070714,4,3164902
2010,12.6042,22,379,-0.0206718,None,4mg070714,4,3164902
2011,12.5644,19,365,-0.0369393,None,4mg070714,3,3164902
2012,12.7445,18,364,-0.00273973,-0.0385216,4mg070714,2,3164902
2013,12.64,17,338,-0.07,-0.05,4mg070714,2,3164902
2014,12.42,15,321,-0.05,-0.04,4mg070714,2,3164902
2007,13.1335,49,1094,None,None,4mg070715,8,3167806
2008,12.6598,46,1014,-0.0731261,None,4mg070715,8,3167806
2009,12.2426,44,944,-0.0690335,None,4mg070715,7,3167806
2010,12.1037,39,916,-0.029661,None,4mg070715,3,3167806
2011,13.0756,37,953,0.040393,None,4mg070715,3,3167806
2012,13.0829,36,929,-0.0251836,-0.0321687,4mg070715,3,3167806
2013,12.32,35,881,-0.05,-0.03,4mg070715,3,3167806
2014,12.21,33,847,-0.04,-0.02,4mg070715,3,3167806
2007,12.9238,63,1693,None,None,4mg070800,4,3104106
2008,12.3899,60,1608,-0.0502067,None,4mg070800,4,3104106
2009,12.0948,63,1603,-0.00310945,None,4mg070800,4,3104106
2010,12.2149,64,1587,-0.00998128,None,4mg070800,4,3104106
2011,12.0607,64,1548,-0.0245747,None,4mg070800,4,3104106
2012,12.1445,63,1522,-0.0167959,-0.0210702,4mg070800,4,3104106
2013,12.03,63,1449,-0.05,-0.02,4mg070800,4,3104106
2014,11.86,61,1484,0.02,-0.02,4mg070800,4,3104106
2007,11.8209,83,2368,None,None,4mg070801,6,3109501
2008,11.8856,82,2238,-0.0548986,None,4mg070801,6,3109501
2009,11.9299,81,2183,-0.0245755,None,4mg070801,6,3109501
2010,11.9093,84,2094,-0.0407696,None,4mg070801,6,3109501
2011,12.0348,81,2009,-0.0405922,None,4mg070801,6,3109501
2012,12.1296,78,1983,-0.0129418,-0.0348647,4mg070801,7,3109501
2013,12.16,79,1885,-0.05,-0.03,4mg070801,7,3109501
2014,11.96,75,1797,-0.05,-0.04,4mg070801,7,3109501
2007,12.7618,150,4055,None,None,4mg070802,11,3128303
2008,12.4383,142,3954,-0.0249075,None,4mg070802,10,3128303
2009,12.4352,141,3782,-0.0435003,None,4mg070802,9,3128303
2010,12.5107,135,3683,-0.0261766,None,4mg070802,8,3128303
2011,12.5438,128,3536,-0.0399131,None,4mg070802,8,3128303
2012,12.578,132,3379,-0.0444005,-0.035817,4mg070802,9,3128303
2013,12.54,128,3162,-0.06,-0.04,4mg070802,9,3128303
2014,12.32,124,3049,-0.04,-0.04,4mg070802,9,3128303
2007,12.7298,333,9994,None,None,4mg070803,23,3128709
2008,12.7035,343,9777,-0.021713,None,4mg070803,23,3128709
2009,12.6026,338,9296,-0.0491971,None,4mg070803,23,3128709
2010,12.7394,337,9270,-0.0027969,None,4mg070803,22,3128709
2011,12.7635,335,9047,-0.0240561,None,4mg070803,22,3128709
2012,12.8197,324,8580,-0.0516193,-0.0300495,4mg070803,22,3128709
2013,12.91,321,8548,0.0,-0.03,4mg070803,22,3128709
2014,12.53,317,8089,-0.05,-0.03,4mg070803,21,3128709
2007,12.2039,81,2050,None,None,4mg070804,6,3132909
2008,12.2399,81,2034,-0.00780488,None,4mg070804,6,3132909
2009,12.6043,83,2075,0.0201573,None,4mg070804,6,3132909
2010,12.6646,81,1953,-0.0587952,None,4mg070804,7,3132909
2011,12.5233,81,1930,-0.0117768,None,4mg070804,7,3132909
2012,12.6853,77,1808,-0.0632124,-0.0248107,4mg070804,7,3132909
2013,12.72,73,1769,-0.02,-0.03,4mg070804,7,3132909
2014,12.59,73,1720,-0.03,-0.04,4mg070804,7,3132909
2007,11.9019,53,1438,None,None,4mg070805,4,3134806
2008,11.82,59,1461,0.0159944,None,4mg070805,4,3134806
2009,11.8787,57,1410,-0.0349076,None,4mg070805,4,3134806
2010,12.1483,56,1403,-0.00496454,None,4mg070805,4,3134806
2011,12.3061,54,1372,-0.0220955,None,4mg070805,3,3134806
2012,12.2485,51,1348,-0.0174927,-0.0128431,4mg070805,3,3134806
2013,12.35,49,1281,-0.05,-0.03,4mg070805,3,3134806
2014,12.21,52,1264,-0.01,-0.02,4mg070805,3,3134806
2007,12.2362,64,1744,None,None,4mg070806,5,3136900
2008,11.7969,63,1699,-0.0258028,None,4mg070806,5,3136900
2009,11.9087,62,1643,-0.0329606,None,4mg070806,5,3136900
2010,11.8408,64,1646,0.00182593,None,4mg070806,5,3136900
2011,11.9901,64,1618,-0.0170109,None,4mg070806,5,3136900
2012,12.1289,62,1653,0.0216316,-0.0106607,4mg070806,5,3136900
2013,12.03,64,1646,0.0,-0.01,4mg070806,5,3136900
2014,11.98,65,1653,0.0,0.0,4mg070806,4,3136900
2007,11.824,90,2495,None,None,4mg070807,7,3143005
2008,12.1609,88,2480,-0.00601202,None,4mg070807,7,3143005
2009,12.1024,87,2421,-0.0237903,None,4mg070807,6,3143005
2010,12.2278,86,2278,-0.0590665,None,4mg070807,6,3143005
2011,12.482,79,2162,-0.0509219,None,4mg070807,5,3143005
2012,12.3765,77,2085,-0.0356152,-0.0352671,4mg070807,5,3143005
2013,12.32,74,1965,-0.06,-0.05,4mg070807,5,3143005
2014,12.21,74,1903,-0.03,-0.05,4mg070807,5,3143005
2007,12.5512,155,4207,None,None,4mg070808,10,3143203
2008,12.4442,149,3949,-0.0613264,None,4mg070808,7,3143203
2009,12.536,148,3901,-0.012155,None,4mg070808,7,3143203
2010,12.713,147,4028,0.0325558,None,4mg070808,7,3143203
2011,12.6785,146,3792,-0.0585899,None,4mg070808,7,3143203
2012,12.6081,145,3690,-0.0268987,-0.0258838,4mg070808,7,3143203
2013,12.74,140,3613,-0.02,-0.02,4mg070808,7,3143203
2014,12.64,138,3519,-0.03,-0.02,4mg070808,7,3143203
2007,14.0791,193,5045,None,None,4mg070809,15,3144102
2008,14.4405,223,5451,0.0804757,None,4mg070809,15,3144102
2009,14.3873,227,5224,-0.0416437,None,4mg070809,15,3144102
2010,14.6789,212,5297,0.013974,None,4mg070809,14,3144102
2011,14.7298,195,5012,-0.053804,None,4mg070809,14,3144102
2012,14.9588,195,4929,-0.0165603,-0.0046415,4mg070809,14,3144102
2013,14.56,195,4791,-0.03,-0.03,4mg070809,13,3144102
2014,14.2,192,4553,-0.05,-0.03,4mg070809,13,3144102
2007,11.7206,94,2745,None,None,4mg070810,7,3145109
2008,11.6528,98,2742,-0.0010929,None,4mg070810,7,3145109
2009,11.5878,100,2613,-0.047046,None,4mg070810,7,3145109
2010,11.718,96,2663,0.0191351,None,4mg070810,7,3145109
2011,11.8888,97,2609,-0.0202779,None,4mg070810,7,3145109
2012,11.7678,99,2489,-0.0459946,-0.0193896,4mg070810,8,3145109
2013,11.71,98,2447,-0.02,-0.02,4mg070810,8,3145109
2014,11.62,102,2485,0.02,-0.01,4mg070810,8,3145109
2007,11.9837,40,923,None,None,4mg070811,4,3163904
2008,12.0627,39,877,-0.0498375,None,4mg070811,4,3163904
2009,12.0871,38,873,-0.004561,None,4mg070811,3,3163904
2010,12.1896,36,823,-0.0572738,None,4mg070811,3,3163904
2011,12.2112,37,734,-0.108141,None,4mg070811,3,3163904
2012,12.1868,33,712,-0.0299728,-0.0505859,4mg070811,3,3163904
2013,12.06,36,708,-0.01,-0.04,4mg070811,3,3163904
2014,11.99,32,658,-0.07,-0.05,4mg070811,3,3163904
2007,12.5781,485,13356,None,None,4mg070812,37,3164704
2008,12.3988,480,13118,-0.0178197,None,4mg070812,38,3164704
2009,12.4677,488,13003,-0.00876658,None,4mg070812,37,3164704
2010,12.6999,489,12965,-0.0029224,None,4mg070812,37,3164704
2011,12.7327,483,12421,-0.0419591,None,4mg070812,35,3164704
2012,12.71,476,12047,-0.0301103,-0.0204187,4mg070812,35,3164704
2013,12.66,460,11807,-0.02,-0.02,4mg070812,31,3164704
2014,12.64,449,11771,0.0,-0.02,4mg070812,32,3164704
2007,12.548,49,1480,None,None,4mg070813,2,3165107
2008,12.2286,47,1457,-0.0155405,None,4mg070813,2,3165107
2009,12.1091,50,1466,0.00617708,None,4mg070813,2,3165107
2010,12.0745,47,1437,-0.0197817,None,4mg070813,2,3165107
2011,12.3046,48,1379,-0.0403619,None,4mg070813,2,3165107
2012,12.2699,45,1408,0.0210297,-0.00992479,4mg070813,2,3165107
2013,12.36,49,1362,-0.03,-0.01,4mg070813,2,3165107
2014,12.27,47,1337,-0.02,-0.02,4mg070813,2,3165107
2007,12.6923,324,9015,None,None,4mg070900,21,3107109
2008,12.5633,323,8585,-0.0476983,None,4mg070900,21,3107109
2009,12.5881,327,8340,-0.0285381,None,4mg070900,20,3107109
2010,12.6583,313,8274,-0.00791367,None,4mg070900,20,3107109
2011,12.7247,297,8014,-0.0314237,None,4mg070900,20,3107109
2012,12.7073,286,7630,-0.0479161,-0.0328101,4mg070900,20,3107109
2013,12.71,278,7523,-0.01,-0.03,4mg070900,20,3107109
2014,12.52,271,7344,-0.02,-0.03,4mg070900,20,3107109
2007,12.1516,139,3245,None,None,4mg070901,16,3110905
2008,12.1069,136,3237,-0.00246533,None,4mg070901,15,3110905
2009,12.2395,140,3249,0.00370714,None,4mg070901,15,3110905
2010,12.3192,138,3142,-0.0329332,None,4mg070901,15,3110905
2011,12.4296,130,3024,-0.0375557,None,4mg070901,13,3110905
2012,12.3443,125,2974,-0.0165344,-0.0172903,4mg070901,12,3110905
2013,12.45,126,2983,0.0,-0.02,4mg070901,11,3110905
2014,12.42,122,2915,-0.02,-0.02,4mg070901,11,3110905
2007,12.6275,98,2384,None,None,4mg070902,7,3111309
2008,12.7345,96,2286,-0.0411074,None,4mg070902,7,3111309
2009,12.9736,97,2309,0.0100612,None,4mg070902,7,3111309
2010,12.9739,94,2182,-0.0550022,None,4mg070902,7,3111309
2011,12.8473,93,2082,-0.0458295,None,4mg070902,7,3111309
2012,12.9349,93,2134,0.024976,-0.0219127,4mg070902,7,3111309
2013,12.81,93,2050,-0.04,-0.02,4mg070902,7,3111309
2014,12.95,91,2007,-0.02,-0.03,4mg070902,7,3111309
2007,12.1203,239,5868,None,None,4mg070903,25,3111606
2008,12.1463,241,5769,-0.0168712,None,4mg070903,24,3111606
2009,12.5203,251,5752,-0.00294678,None,4mg070903,24,3111606
2010,12.4328,241,5591,-0.0279903,None,4mg070903,22,3111606
2011,12.4499,256,5430,-0.0287963,None,4mg070903,22,3111606
2012,12.3518,222,5066,-0.067035,-0.0289647,4mg070903,22,3111606
2013,12.39,202,4894,-0.03,-0.03,4mg070903,19,3111606
2014,12.27,194,4705,-0.04,-0.04,4mg070903,17,3111606
2007,11.9687,102,2590,None,None,4mg070904,8,3113909
2008,12.0,99,2623,0.0127413,None,4mg070904,9,3113909
2009,12.256,97,2520,-0.039268,None,4mg070904,8,3113909
2010,12.1974,95,2502,-0.00714286,None,4mg070904,8,3113909
2011,12.2907,92,2408,-0.0375699,None,4mg070904,8,3113909
2012,12.4219,93,2375,-0.0137043,-0.0171828,4mg070904,8,3113909
2013,12.33,94,2312,-0.03,-0.02,4mg070904,9,3113909
2014,12.25,96,2311,0.0,-0.02,4mg070904,9,3113909
2007,12.3514,84,2026,None,None,4mg070905,13,3118700
2008,12.2665,85,1985,-0.0202369,None,4mg070905,13,3118700
2009,12.2077,84,1969,-0.00806045,None,4mg070905,13,3118700
2010,12.2905,82,1866,-0.0523108,None,4mg070905,13,3118700
2011,12.2846,76,1785,-0.0434084,None,4mg070905,13,3118700
2012,12.4533,76,1725,-0.0336134,-0.0316554,4mg070905,13,3118700
2013,12.65,74,1710,-0.01,-0.03,4mg070905,13,3118700
2014,12.59,73,1632,-0.05,-0.04,4mg070905,11,3118700
2007,12.5431,183,4793,None,None,4mg070906,13,3123601
2008,12.8467,189,4873,0.016691,None,4mg070906,13,3123601
2009,12.6757,192,4783,-0.0184691,None,4mg070906,13,3123601
2010,12.5523,196,4782,-0.000209074,None,4mg070906,14,3123601
2011,12.453,194,4651,-0.0273944,None,4mg070906,13,3123601
2012,12.562,191,4537,-0.0245109,-0.0109181,4mg070906,13,3123601
2013,12.5,184,4400,-0.03,-0.02,4mg070906,13,3123601
2014,12.45,190,4364,-0.01,-0.02,4mg070906,13,3123601
2007,12.3456,116,2766,None,None,4mg070907,13,3128105
2008,12.6845,118,2799,0.0119306,None,4mg070907,11,3128105
2009,12.8048,123,2777,-0.00785995,None,4mg070907,12,3128105
2010,12.6613,119,2651,-0.0453727,None,4mg070907,12,3128105
2011,12.8197,110,2573,-0.0294229,None,4mg070907,12,3128105
2012,12.8317,104,2520,-0.0205985,-0.0184562,4mg070907,12,3128105
2013,13.02,97,2412,-0.04,-0.03,4mg070907,10,3128105
2014,12.48,99,2336,-0.03,-0.03,4mg070907,10,3128105
2007,12.0803,86,2390,None,None,4mg070908,6,3130507
2008,12.0382,83,2355,-0.0146444,None,4mg070908,6,3130507
2009,12.0686,84,2288,-0.0284501,None,4mg070908,5,3130507
2010,11.9508,82,2236,-0.0227273,None,4mg070908,4,3130507
2011,11.9348,81,2207,-0.0129696,None,4mg070908,4,3130507
2012,12.2673,83,2177,-0.0135931,-0.0184959,4mg070908,4,3130507
2013,12.34,87,2236,0.03,-0.01,4mg070908,4,3130507
2014,12.41,87,2160,-0.03,-0.01,4mg070908,4,3130507
2007,12.2917,62,1587,None,None,4mg070909,8,3142601
2008,12.4104,65,1545,-0.026465,None,4mg070909,8,3142601
2009,12.2774,65,1532,-0.00841424,None,4mg070909,7,3142601
2010,12.5171,65,1516,-0.0104439,None,4mg070909,7,3142601
2011,12.1071,67,1503,-0.0085752,None,4mg070909,7,3142601
2012,12.1653,66,1488,-0.00998004,-0.0127999,4mg070909,7,3142601
2013,12.37,70,1495,0.0,-0.01,4mg070909,7,3142601
2014,12.35,69,1484,-0.01,-0.01,4mg070909,7,3142601
2007,12.7333,59,1672,None,None,4mg070910,6,3158300
2008,12.4603,61,1601,-0.0424641,None,4mg070910,6,3158300
2009,12.4033,60,1629,0.0174891,None,4mg070910,6,3158300
2010,12.4937,59,1580,-0.0300798,None,4mg070910,6,3158300
2011,12.5267,62,1519,-0.0386076,None,4mg070910,6,3158300
2012,12.724,56,1460,-0.0388413,-0.0267525,4mg070910,6,3158300
2013,13.19,56,1476,0.01,-0.02,4mg070910,6,3158300
2014,12.58,56,1438,-0.03,-0.02,4mg070910,6,3158300
2007,12.3601,41,1133,None,None,4mg070911,2,3160801
2008,12.3358,40,1224,0.0803177,None,4mg070911,2,3160801
2009,12.6399,42,1247,0.0187909,None,4mg070911,2,3160801
2010,12.5813,47,1249,0.00160385,None,4mg070911,2,3160801
2011,12.219,44,1219,-0.0240192,None,4mg070911,2,3160801
2012,12.1995,41,1178,-0.0336341,0.00782024,4mg070911,2,3160801
2013,12.46,42,1187,0.01,-0.01,4mg070911,2,3160801
2014,12.73,43,1183,0.0,-0.01,4mg070911,2,3160801
2007,11.958,76,1571,None,None,4mg070912,12,3165206
2008,11.8139,73,1542,-0.0184596,None,4mg070912,11,3165206
2009,11.9725,73,1493,-0.0317769,None,4mg070912,11,3165206
2010,12.2069,67,1474,-0.0127261,None,4mg070912,9,3165206
2011,12.7011,63,1432,-0.0284939,None,4mg070912,7,3165206
2012,12.9092,61,1343,-0.0621508,-0.0308746,4mg070912,7,3165206
2013,12.8,59,1240,-0.08,-0.04,4mg070912,7,3165206
2014,12.58,54,1184,-0.05,-0.05,4mg070912,7,3165206
2007,12.1789,540,15352,None,None,4mg070913,32,3169307
2008,12.2599,551,15252,-0.00651381,None,4mg070913,32,3169307
2009,12.311,549,14931,-0.0210464,None,4mg070913,34,3169307
2010,12.5178,556,14916,-0.00100462,None,4mg070913,38,3169307
2011,12.8465,568,14651,-0.0177662,None,4mg070913,38,3169307
2012,12.7545,551,14016,-0.0433418,-0.0180445,4mg070913,37,3169307
2013,12.91,548,14005,0.0,-0.02,4mg070913,36,3169307
2014,13.16,566,14062,0.0,-0.01,4mg070913,38,3169307
2007,12.307,407,11549,None,None,4mg070914,23,3169406
2008,12.2517,415,11373,-0.0152394,None,4mg070914,23,3169406
2009,12.286,409,11139,-0.020575,None,4mg070914,24,3169406
2010,12.2313,399,10670,-0.0421043,None,4mg070914,24,3169406
2011,12.3969,383,10311,-0.0336457,None,4mg070914,23,3169406
2012,12.5065,375,10047,-0.0256037,-0.0274803,4mg070914,22,3169406
2013,12.52,361,9652,-0.04,-0.03,4mg070914,22,3169406
2014,12.4,353,9676,0.0,-0.03,4mg070914,22,3169406
2007,12.8424,951,25110,None,None,4mg070915,67,3170701
2008,13.0875,973,25571,0.0183592,None,4mg070915,64,3170701
2009,12.9695,947,24767,-0.0314419,None,4mg070915,62,3170701
2010,13.2324,940,24582,-0.00746962,None,4mg070915,60,3170701
2011,13.2785,924,23995,-0.0238793,None,4mg070915,60,3170701
2012,13.2091,921,23109,-0.0369244,-0.0164716,4mg070915,61,3170701
2013,13.21,906,22622,-0.02,-0.02,4mg070915,60,3170701
2014,13.38,858,22931,0.01,-0.02,4mg070915,61,3170701
2007,12.8208,700,18969,None,None,4mg080000,37,3104007
2008,13.1434,723,19055,0.00453371,None,4mg080000,42,3104007
2009,13.1758,722,18517,-0.0282341,None,4mg080000,44,3104007
2010,13.1441,712,18264,-0.0136631,None,4mg080000,43,3104007
2011,13.2464,701,18147,-0.00640604,None,4mg080000,41,3104007
2012,13.0091,651,16780,-0.0753293,-0.0242254,4mg080000,38,3104007
2013,12.89,658,17213,0.03,-0.02,4mg080000,38,3104007
2014,13.08,693,17827,0.04,-0.01,4mg080000,37,3104007
2007,11.87,116,2862,None,None,4mg080001,7,3111507
2008,11.8863,110,2727,-0.0471698,None,4mg080001,7,3111507
2009,11.7954,108,2639,-0.0322699,None,4mg080001,7,3111507
2010,11.8318,103,2563,-0.0287988,None,4mg080001,6,3111507
2011,13.0176,104,2673,0.0429185,None,4mg080001,6,3111507
2012,12.9648,103,2641,-0.0119716,-0.0159441,4mg080001,6,3111507
2013,11.99,97,2513,-0.05,-0.02,4mg080001,6,3111507
2014,11.95,92,2428,-0.03,-0.02,4mg080001,6,3111507
2007,11.9607,204,4429,None,None,4mg080002,20,3129509
2008,11.9193,210,4339,-0.0203206,None,4mg080002,20,3129509
2009,12.0317,217,4317,-0.00507029,None,4mg080002,20,3129509
2010,12.2492,218,4261,-0.012972,None,4mg080002,20,3129509
2011,12.5583,207,4182,-0.0185402,None,4mg080002,20,3129509
2012,12.3376,197,3999,-0.043759,-0.0202187,4mg080002,20,3129509
2013,12.11,186,3763,-0.06,-0.03,4mg080002,20,3129509
2014,12.01,184,3644,-0.03,-0.03,4mg080002,19,3129509
2007,12.2539,102,2855,None,None,4mg080003,7,3145000
2008,12.0145,104,2756,-0.034676,None,4mg080003,7,3145000
2009,12.4615,105,2622,-0.0486212,None,4mg080003,7,3145000
2010,12.7445,96,2705,0.0316552,None,4mg080003,6,3145000
2011,12.5618,95,2647,-0.0214418,None,4mg080003,8,3145000
2012,12.4238,98,2704,0.0215338,-0.0108091,4mg080003,8,3145000
2013,12.32,99,2736,0.01,0.0,4mg080003,7,3145000
2014,12.19,101,2658,-0.03,0.0,4mg080003,7,3145000
2007,12.3172,29,703,None,None,4mg080004,4,3149200
2008,12.0424,31,661,-0.059744,None,4mg080004,4,3149200
2009,12.0202,33,644,-0.0257186,None,4mg080004,4,3149200
2010,11.9091,31,638,-0.00931677,None,4mg080004,4,3149200
2011,13.5382,30,680,0.0658307,None,4mg080004,3,3149200
2012,13.4745,30,628,-0.0764706,-0.0223107,4mg080004,3,3149200
2013,12.27,29,606,-0.04,-0.02,4mg080004,3,3149200
2014,12.05,33,619,0.02,-0.01,4mg080004,3,3149200
2007,11.8811,137,2876,None,None,4mg080005,11,3149804
2008,11.9127,122,2773,-0.0358136,None,4mg080005,10,3149804
2009,11.9342,128,2827,0.0194735,None,4mg080005,10,3149804
2010,12.1544,119,2810,-0.00601344,None,4mg080005,8,3149804
2011,12.0576,115,2778,-0.0113879,None,4mg080005,8,3149804
2012,12.2145,106,2727,-0.0183585,-0.0105833,4mg080005,8,3149804
2013,12.27,112,2705,-0.01,0.0,4mg080005,8,3149804
2014,12.04,110,2793,0.03,0.0,4mg080005,8,3149804
2007,12.7846,29,636,None,None,4mg080006,3,3153004
2008,12.5194,28,620,-0.0251572,None,4mg080006,3,3153004
2009,12.7733,30,644,0.0387097,None,4mg080006,3,3153004
2010,12.1879,29,596,-0.0745342,None,4mg080006,3,3153004
2011,13.5719,29,633,0.0620805,None,4mg080006,3,3153004
2012,12.5214,28,608,-0.0394945,-0.00896432,4mg080006,2,3153004
2013,13.68,28,649,0.07,0.01,4mg080006,2,3153004
2014,12.96,28,624,-0.04,-0.01,4mg080006,2,3153004
2007,12.5256,187,4382,None,None,4mg080007,14,3156908
2008,12.6991,201,4590,0.0474669,None,4mg080007,17,3156908
2009,12.6405,206,4501,-0.01939,None,4mg080007,16,3156908
2010,12.9472,196,4242,-0.0575428,None,4mg080007,14,3156908
2011,12.6385,193,4205,-0.0087223,None,4mg080007,15,3156908
2012,12.5503,183,4063,-0.0337693,-0.015003,4mg080007,15,3156908
2013,12.48,183,4009,-0.01,-0.03,4mg080007,15,3156908
2014,12.48,180,4203,0.05,-0.01,4mg080007,13,3156908
2007,12.0224,74,1963,None,None,4mg080008,6,3157708
2008,11.8503,79,1931,-0.0163016,None,4mg080008,6,3157708
2009,11.8294,71,2016,0.0440186,None,4mg080008,5,3157708
2010,12.0915,77,2054,0.0188492,None,4mg080008,5,3157708
2011,12.6581,79,2129,0.0365141,None,4mg080008,5,3157708
2012,12.6646,82,2063,-0.0310005,0.009987,4mg080008,6,3157708
2013,12.37,84,2134,0.03,0.02,4mg080008,6,3157708
2014,12.02,81,2188,0.03,0.02,4mg080008,6,3157708
2007,12.416,44,798,None,None,4mg080009,4,3168101
2008,12.3205,45,808,0.0125313,None,4mg080009,4,3168101
2009,12.3911,43,785,-0.0284653,None,4mg080009,3,3168101
2010,12.418,40,732,-0.0675159,None,4mg080009,3,3168101
2011,12.4847,41,751,0.0259563,None,4mg080009,3,3168101
2012,12.2845,42,710,-0.0545939,-0.0230978,4mg080009,3,3168101
2013,13.08,37,712,0.0,-0.02,4mg080009,3,3168101
2014,12.58,39,701,-0.02,-0.02,4mg080009,3,3168101
2007,12.6834,150,3815,None,None,4mg080100,12,3111101
2008,12.5197,143,3733,-0.0214941,None,4mg080100,11,3111101
2009,12.6574,152,3663,-0.0187517,None,4mg080100,12,3111101
2010,12.8612,142,3416,-0.0674311,None,4mg080100,12,3111101
2011,12.8545,141,3374,-0.0122951,None,4mg080100,11,3111101
2012,13.1969,143,3235,-0.0411974,-0.0324444,4mg080100,11,3111101
2013,12.59,136,3020,-0.07,-0.04,4mg080100,11,3111101
2014,12.35,134,2927,-0.03,-0.04,4mg080100,11,3111101
2007,12.0849,91,1838,None,None,4mg080101,9,3114550
2008,12.0239,87,1802,-0.0195865,None,4mg080101,9,3114550
2009,11.9783,81,1754,-0.0266371,None,4mg080101,9,3114550
2010,12.1384,84,1713,-0.0233751,None,4mg080101,9,3114550
2011,12.0176,80,1587,-0.0735552,None,4mg080101,9,3114550
2012,12.1013,79,1590,0.00189036,-0.0285727,4mg080101,9,3114550
2013,12.1,83,1577,-0.01,-0.03,4mg080101,9,3114550
2014,12.21,82,1630,0.03,-0.01,4mg080101,9,3114550
2007,12.3486,27,568,None,None,4mg080102,9,3116902
2008,12.3267,27,499,-0.121479,None,4mg080102,8,3116902
2009,12.5934,24,487,-0.0240481,None,4mg080102,2,3116902
2010,12.5403,21,496,0.0184805,None,4mg080102,2,3116902
2011,12.6222,20,450,-0.0927419,None,4mg080102,2,3116902
2012,12.218,21,422,-0.0622222,-0.0576921,4mg080102,2,3116902
2013,12.21,20,430,0.02,-0.03,4mg080102,2,3116902
2014,11.99,20,449,0.04,-0.02,4mg080102,2,3116902
2007,12.3138,86,2597,None,None,4mg080103,3,3127008
2008,12.332,89,2566,-0.0119368,None,4mg080103,3,3127008
2009,12.2869,92,2562,-0.00155885,None,4mg080103,4,3127008
2010,12.2835,91,2497,-0.0253708,None,4mg080103,4,3127008
2011,13.3975,93,2516,0.00760913,None,4mg080103,4,3127008
2012,13.0785,88,2472,-0.0174881,-0.00981737,4mg080103,5,3127008
2013,12.68,88,2389,-0.03,-0.01,4mg080103,5,3127008
2014,12.12,92,2311,-0.03,-0.02,4mg080103,5,3127008
2007,12.1042,331,8849,None,None,4mg080104,24,3127107
2008,12.2759,330,9107,0.0291558,None,4mg080104,24,3127107
2009,12.448,339,8901,-0.02262,None,4mg080104,23,3127107
2010,12.4748,339,8896,-0.000561735,None,4mg080104,24,3127107
2011,12.4819,337,8823,-0.00820594,None,4mg080104,24,3127107
2012,12.5169,330,8663,-0.0181344,-0.00423966,4mg080104,24,3127107
2013,12.49,322,8559,-0.01,-0.01,4mg080104,24,3127107
2014,12.13,328,8735,0.02,0.0,4mg080104,24,3127107
2007,12.2125,80,2047,None,None,4mg080105,6,3133402
2008,12.2968,79,2008,-0.0190523,None,4mg080105,6,3133402
2009,12.5931,79,2003,-0.00249004,None,4mg080105,6,3133402
2010,12.3607,78,1935,-0.0339491,None,4mg080105,6,3133402
2011,13.2497,77,1986,0.0263566,None,4mg080105,6,3133402
2012,13.0873,72,1878,-0.0543807,-0.0170859,4mg080105,6,3133402
2013,12.84,76,1886,0.0,-0.01,4mg080105,6,3133402
2014,12.35,72,1823,-0.03,-0.02,4mg080105,6,3133402
2007,12.8886,287,7162,None,None,4mg080106,15,3134400
2008,12.7508,276,7038,-0.0173136,None,4mg080106,15,3134400
2009,13.3773,282,7347,0.0439045,None,4mg080106,15,3134400
2010,13.3746,273,7154,-0.0262692,None,4mg080106,15,3134400
2011,13.7391,278,7301,0.0205479,None,4mg080106,15,3134400
2012,13.719,269,7134,-0.0228736,-0.00078313,4mg080106,15,3134400
2013,13.12,253,6712,-0.06,-0.01,4mg080106,15,3134400
2014,13.03,248,6655,-0.01,-0.02,4mg080106,15,3134400
2007,12.1461,62,1588,None,None,4mg080107,4,3138625
2008,12.1849,61,1498,-0.0566751,None,4mg080107,4,3138625
2009,12.471,59,1448,-0.0333778,None,4mg080107,4,3138625
2010,12.9147,63,1477,0.0200276,None,4mg080107,4,3138625
2011,13.3675,57,1483,0.00406229,None,4mg080107,3,3138625
2012,12.4485,52,1329,-0.103844,-0.0349832,4mg080107,3,3138625
2013,12.36,51,1327,0.0,-0.02,4mg080107,3,3138625
2014,12.05,51,1309,-0.01,-0.02,4mg080107,3,3138625
2007,11.8283,25,699,None,None,4mg080108,2,3150703
2008,11.8211,27,738,0.055794,None,4mg080108,2,3150703
2009,11.9768,30,819,0.109756,None,4mg080108,2,3150703
2010,12.0152,34,855,0.043956,None,4mg080108,2,3150703
2011,12.5212,36,827,-0.0327485,None,4mg080108,2,3150703
2012,12.2999,36,847,0.0241838,0.0391572,4mg080108,2,3150703
2013,12.06,34,894,0.06,0.04,4mg080108,2,3150703
2014,12.01,36,973,0.09,0.04,4mg080108,2,3150703
2007,12.3852,62,1729,None,None,4mg080109,4,3151602
2008,12.2899,61,1735,0.00347021,None,4mg080109,4,3151602
