year,age,classes,enrolled,enrolled_growth,enrolled_growth_5,bra_id,num_schools,ibge_id
2007,12.0016,51,1218,None,None,4mg000000,4,3101631
2008,12.1838,54,1235,0.0139573,None,4mg000000,4,3101631
2009,12.3297,57,1274,0.0315789,None,4mg000000,4,3101631
2010,12.4227,59,1280,0.00470958,None,4mg000000,4,3101631
2011,12.3883,57,1262,-0.0140625,None,4mg000000,4,3101631
2012,12.5604,56,1242,-0.0158479,0.00391019,4mg000000,4,3101631
2013,12.38,51,1220,-0.02,0.0,4mg000000,4,3101631
2014,12.17,52,1226,0.0,-0.01,4mg000000,4,3101631
2007,11.9328,97,1978,None,None,4mg000001,16,3102902
2008,12.189,103,2032,0.0273003,None,4mg000001,16,3102902
2009,12.1185,102,1916,-0.0570866,None,4mg000001,15,3102902
2010,12.126,104,1801,-0.0600209,None,4mg000001,14,3102902
2011,12.4313,94,1857,0.0310938,None,4mg000001,15,3102902
2012,12.39,90,1764,-0.0500808,-0.0226402,4mg000001,14,3102902
2013,12.45,82,1705,-0.03,-0.03,4mg000001,12,3102902
2014,12.34,82,1631,-0.04,-0.03,4mg000001,12,3102902
2007,13.1826,996,26844,None,None,4mg000002,73,3105608
2008,13.2331,1006,26784,-0.00223514,None,4mg000002,73,3105608
2009,13.3159,989,26012,-0.0288232,None,4mg000002,71,3105608
2010,13.3383,962,25240,-0.0296786,None,4mg000002,71,3105608
2011,13.5234,954,24729,-0.0202456,None,4mg000002,69,3105608
2012,13.9619,951,24755,0.0010514,-0.0160724,4mg000002,70,3105608
2013,13.78,946,24314,-0.02,-0.02,4mg000002,70,3105608
2014,13.57,903,23319,-0.04,-0.02,4mg000002,71,3105608
2007,12.1219,156,3898,None,None,4mg000003,12,3105905
2008,12.0188,166,4037,0.0356593,None,4mg000003,14,3105905
2009,12.1565,159,3986,-0.0126331,None,4mg000003,11,3105905
2010,12.0666,158,3861,-0.0313598,None,4mg000003,11,3105905
2011,12.552,157,3969,0.027972,None,4mg000003,12,3105905
2012,13.1801,170,3948,-0.00529101,0.00255236,4mg000003,12,3105905
2013,13.37,166,4144,0.05,0.01,4mg000003,12,3105905
2014,13.4,163,4061,-0.02,0.0,4mg000003,12,3105905
2007,12.4919,44,927,None,None,4mg000004,8,3112208
2008,12.3516,45,876,-0.0550162,None,4mg000004,8,3112208
2009,12.8998,46,888,0.0136986,None,4mg000004,8,3112208
2010,12.9295,45,865,-0.0259009,None,4mg000004,8,3112208
2011,13.0468,45,854,-0.0127168,None,4mg000004,8,3112208
2012,12.7027,43,841,-0.0152225,-0.019284,4mg000004,8,3112208
2013,12.67,43,829,-0.01,-0.01,4mg000004,8,3112208
2014,12.73,44,836,0.01,-0.01,4mg000004,8,3112208
2007,12.6273,39,770,None,None,4mg000005,5,3113107
2008,12.4972,41,716,-0.0701299,None,4mg000005,5,3113107
2009,12.4879,41,705,-0.0153631,None,4mg000005,5,3113107
2010,12.5817,36,679,-0.0368794,None,4mg000005,5,3113107
2011,13.6544,35,651,-0.0412371,None,4mg000005,5,3113107
2012,13.6272,32,625,-0.0399386,-0.0408692,4mg000005,5,3113107
2013,12.72,36,580,-0.07,-0.04,4mg000005,5,3113107
2014,12.71,30,532,-0.08,-0.05,4mg000005,5,3113107
2007,12.585,198,4836,None,None,4mg000006,23,3113206
2008,12.446,202,4632,-0.0421836,None,4mg000006,24,3113206
2009,12.3911,195,4518,-0.0246114,None,4mg000006,22,3113206
2010,12.41,199,4449,-0.0152722,None,4mg000006,22,3113206
2011,12.425,193,4292,-0.0352888,None,4mg000006,21,3113206
2012,12.5634,182,4187,-0.0244641,-0.0284093,4mg000006,21,3113206
2013,12.44,185,4055,-0.03,-0.03,4mg000006,21,3113206
2014,12.25,176,3982,-0.02,-0.02,4mg000006,21,3113206
2007,12.5028,45,708,None,None,4mg000007,6,3121506
2008,12.3372,41,691,-0.0240113,None,4mg000007,6,3121506
2009,12.3746,44,678,-0.0188133,None,4mg000007,6,3121506
2010,12.3722,34,626,-0.0766962,None,4mg000007,6,3121506
2011,12.4736,30,587,-0.0623003,None,4mg000007,6,3121506
2012,12.5804,32,603,0.0272572,-0.0315955,4mg000007,6,3121506
2013,12.65,31,599,-0.01,-0.03,4mg000007,6,3121506
2014,12.79,31,592,-0.01,-0.03,4mg000007,6,3121506
2007,12.3852,50,1150,None,None,4mg000008,6,3129400
2008,12.5814,54,1118,-0.0278261,None,4mg000008,6,3129400
2009,12.5684,51,1096,-0.019678,None,4mg000008,6,3129400
2010,12.5856,50,1040,-0.0510949,None,4mg000008,6,3129400
2011,12.4321,48,979,-0.0586538,None,4mg000008,6,3129400
2012,12.5324,46,941,-0.0388151,-0.0393209,4mg000008,6,3129400
2013,12.34,45,887,-0.06,-0.05,4mg000008,6,3129400
2014,12.33,44,902,0.02,-0.04,4mg000008,6,3129400
2007,12.3209,51,1022,None,None,4mg000009,4,3154408
2008,12.1226,41,954,-0.0665362,None,4mg000009,4,3154408
2009,12.367,42,932,-0.0230608,None,4mg000009,4,3154408
2010,12.3855,40,882,-0.0536481,None,4mg000009,4,3154408
2011,12.6141,39,868,-0.015873,None,4mg000009,4,3154408
2012,12.5236,39,804,-0.0737327,-0.0468505,4mg000009,4,3154408
2013,12.52,38,812,0.01,-0.03,4mg000009,4,3154408
2014,13.1,41,860,0.06,-0.02,4mg000009,5,3154408
2007,12.6877,52,903,None,None,4mg000010,9,3157302
2008,12.5298,55,889,-0.0155039,None,4mg000010,9,3157302
2009,12.1253,52,806,-0.0933633,None,4mg000010,9,3157302
2010,12.0927,49,766,-0.0496278,None,4mg000010,9,3157302
2011,12.2319,49,733,-0.0430809,None,4mg000010,9,3157302
2012,12.3206,46,708,-0.0341064,-0.047491,4mg000010,8,3157302
2013,12.55,45,693,-0.02,-0.05,4mg000010,8,3157302
2014,12.42,40,673,-0.03,-0.04,4mg000010,7,3157302
2007,12.417,94,1971,None,None,4mg000011,16,3166204
2008,12.4266,97,1915,-0.028412,None,4mg000011,16,3166204
2009,12.3451,89,1875,-0.0208877,None,4mg000011,17,3166204
2010,12.368,89,1834,-0.0218667,None,4mg000011,14,3166204
2011,12.4868,87,1775,-0.0321701,None,4mg000011,13,3166204
2012,12.512,79,1746,-0.016338,-0.0239512,4mg000011,13,3166204
2013,12.44,79,1681,-0.04,-0.03,4mg000011,13,3166204
2014,12.39,76,1617,-0.04,-0.03,4mg000011,15,3166204
2007,12.6318,42,907,None,None,4mg000100,7,3114600
2008,12.5796,41,861,-0.0507166,None,4mg000100,7,3114600
2009,12.6655,38,855,-0.00696864,None,4mg000100,6,3114600
2010,12.6781,37,814,-0.0479532,None,4mg000100,6,3114600
2011,12.4994,39,779,-0.0429975,None,4mg000100,6,3114600
2012,12.7166,36,734,-0.0577664,-0.0414434,4mg000100,6,3114600
2013,12.46,35,688,-0.06,-0.04,4mg000100,5,3114600
2014,12.36,29,671,-0.02,-0.05,4mg000100,3,3114600
2007,12.8663,54,1354,None,None,4mg000101,4,3130408
2008,12.6563,53,1347,-0.00516987,None,4mg000101,3,3130408
2009,12.6906,56,1338,-0.00668151,None,4mg000101,3,3130408
2010,12.833,57,1329,-0.00672646,None,4mg000101,3,3130408
2011,12.6758,58,1308,-0.0158014,None,4mg000101,3,3130408
2012,12.8873,58,1304,-0.0030581,-0.0074971,4mg000101,3,3130408
2013,12.61,56,1187,-0.09,-0.02,4mg000101,3,3130408
2014,12.41,50,1151,-0.03,-0.03,4mg000101,3,3130408
2007,12.6738,40,607,None,None,4mg000102,6,3130804
2008,12.5429,42,571,-0.0593081,None,4mg000102,6,3130804
2009,13.2226,30,557,-0.0245184,None,4mg000102,6,3130804
2010,12.6395,25,527,-0.05386,None,4mg000102,2,3130804
2011,12.7269,25,542,0.028463,None,4mg000102,2,3130804
2012,12.9262,24,515,-0.0498155,-0.032338,4mg000102,2,3130804
2013,13.06,24,510,-0.01,-0.02,4mg000102,2,3130804
2014,12.79,24,502,-0.02,-0.02,4mg000102,2,3130804
2007,12.5337,62,1411,None,None,4mg000103,5,3134301
2008,12.6624,59,1339,-0.0510276,None,4mg000103,4,3134301
2009,12.7488,58,1298,-0.0306199,None,4mg000103,4,3134301
2010,12.5658,54,1216,-0.0631741,None,4mg000103,4,3134301
2011,12.557,58,1167,-0.0402961,None,4mg000103,4,3134301
2012,12.8336,48,1154,-0.0111397,-0.0394151,4mg000103,4,3134301
2013,12.7,50,1133,-0.02,-0.03,4mg000103,4,3134301
2014,12.38,47,1099,-0.03,-0.03,4mg000103,4,3134301
2007,12.2125,36,767,None,None,4mg000104,3,3134509
2008,12.3258,34,752,-0.0195567,None,4mg000104,4,3134509
2009,12.4883,36,766,0.018617,None,4mg000104,4,3134509
2010,12.6217,31,727,-0.0509138,None,4mg000104,4,3134509
2011,12.6908,29,676,-0.0701513,None,4mg000104,3,3134509
2012,12.8406,30,715,0.0576923,-0.0139427,4mg000104,3,3134509
2013,12.67,30,704,-0.02,-0.01,4mg000104,2,3134509
2014,12.51,30,647,-0.08,-0.03,4mg000104,2,3134509
2007,13.6093,739,19001,None,None,4mg000105,44,3138203
2008,13.7026,726,18699,-0.0158939,None,4mg000105,45,3138203
2009,13.2788,696,18028,-0.0358843,None,4mg000105,45,3138203
2010,13.1105,705,18024,-0.000221877,None,4mg000105,45,3138203
2011,13.3366,699,18133,0.00604749,None,4mg000105,41,3138203
2012,13.2712,682,17487,-0.0356257,-0.0164696,4mg000105,41,3138203
2013,13.47,692,17443,0.0,-0.01,4mg000105,42,3138203
2014,13.38,688,17196,-0.01,-0.01,4mg000105,42,3138203
2007,12.0594,42,1077,None,None,4mg000106,2,3138708
2008,12.216,43,1051,-0.0241411,None,4mg000106,2,3138708
2009,12.4316,42,1045,-0.00570885,None,4mg000106,2,3138708
2010,12.4127,44,1008,-0.0354067,None,4mg000106,2,3138708
2011,12.7394,41,1017,0.00892857,None,4mg000106,2,3138708
2012,12.8641,36,964,-0.0521141,-0.0219248,4mg000106,2,3138708
2013,12.43,39,911,-0.05,-0.03,4mg000106,2,3138708
2014,12.58,36,928,0.02,-0.02,4mg000106,2,3138708
2007,12.806,227,5484,None,None,4mg000107,28,3144607
2008,12.7801,217,5253,-0.0421225,None,4mg000107,27,3144607
2009,13.1922,222,5364,0.0211308,None,4mg000107,23,3144607
2010,13.1006,226,5239,-0.0233035,None,4mg000107,24,3144607
2011,13.8177,239,5244,0.000954381,None,4mg000107,23,3144607
2012,13.8987,223,5164,-0.0152555,-0.0119527,4mg000107,23,3144607
2013,13.4,209,4787,-0.07,-0.02,4mg000107,21,3144607
2014,12.81,197,4668,-0.02,-0.03,4mg000107,20,3144607
2007,12.9926,32,679,None,None,4mg000108,3,3154705
2008,12.6514,31,700,0.0309278,None,4mg000108,3,3154705
2009,12.9617,30,653,-0.0671429,None,4mg000108,3,3154705
2010,13.2009,29,672,0.0290965,None,4mg000108,3,3154705
2011,12.8939,28,641,-0.046131,None,4mg000108,3,3154705
2012,12.6649,29,576,-0.101404,-0.0323673,4mg000108,3,3154705
2013,12.85,26,551,-0.04,-0.05,4mg000108,3,3154705
2014,12.15,26,542,-0.02,-0.04,4mg000108,3,3154705
2007,11.8127,48,817,None,None,4mg000200,6,3115201
2008,11.9762,52,800,-0.0208078,None,4mg000200,6,3115201
2009,12.3135,40,775,-0.03125,None,4mg000200,6,3115201
2010,12.5461,37,791,0.0206452,None,4mg000200,6,3115201
2011,12.5144,36,731,-0.0758533,None,4mg000200,6,3115201
2012,12.5565,36,735,0.00547196,-0.0209315,4mg000200,6,3115201
2013,12.65,35,672,-0.09,-0.03,4mg000200,6,3115201
2014,12.56,32,646,-0.04,-0.04,4mg000200,4,3115201
2007,12.2883,25,614,None,None,4mg000201,2,3119708
2008,12.3263,25,616,0.00325733,None,4mg000201,2,3119708
2009,12.1633,24,594,-0.0357143,None,4mg000201,2,3119708
2010,12.4775,24,599,0.00841751,None,4mg000201,2,3119708
2011,12.6896,25,596,-0.00500835,None,4mg000201,2,3119708
2012,12.449,25,579,-0.0285235,-0.0116699,4mg000201,2,3119708
2013,12.45,25,585,0.01,-0.01,4mg000201,2,3119708
2014,12.37,26,613,0.05,0.01,4mg000201,2,3119708
2007,12.0286,67,1607,None,None,4mg000202,5,3123007
2008,12.106,69,1604,-0.00186683,None,4mg000202,5,3123007
2009,12.1526,70,1579,-0.015586,None,4mg000202,5,3123007
2010,12.3843,75,1616,0.0234326,None,4mg000202,6,3123007
2011,12.3544,70,1563,-0.032797,None,4mg000202,5,3123007
2012,12.6543,70,1562,-0.000639795,-0.0056643,4mg000202,5,3123007
2013,12.65,72,1493,-0.04,-0.01,4mg000202,5,3123007
2014,12.47,72,1451,-0.03,-0.02,4mg000202,5,3123007
2007,12.0405,126,2299,None,None,4mg000203,15,3137403
2008,12.1187,139,2418,0.0517616,None,4mg000203,15,3137403
2009,12.2047,122,2408,-0.00413565,None,4mg000203,15,3137403
2010,12.3148,115,2395,-0.00539867,None,4mg000203,15,3137403
2011,12.1274,118,2347,-0.0200418,None,4mg000203,15,3137403
2012,12.2399,113,2334,-0.00553899,0.00302643,4mg000203,14,3137403
2013,12.36,108,2304,-0.01,-0.01,4mg000203,14,3137403
2014,12.25,112,2251,-0.02,-0.01,4mg000203,14,3137403
2007,12.7351,43,1008,None,None,4mg000204,4,3139102
2008,12.3619,45,967,-0.0406746,None,4mg000204,4,3139102
2009,12.3226,45,936,-0.0320579,None,4mg000204,4,3139102
2010,12.3744,42,868,-0.0726496,None,4mg000204,4,3139102
2011,12.4799,46,846,-0.0253456,None,4mg000204,4,3139102
2012,12.6272,44,837,-0.0106383,-0.0364972,4mg000204,3,3139102
2013,12.59,40,831,-0.01,-0.03,4mg000204,3,3139102
2014,12.48,39,821,-0.01,-0.03,4mg000204,3,3139102
2007,11.8861,62,1650,None,None,4mg000205,2,3144508
2008,11.9517,66,1655,0.0030303,None,4mg000205,3,3144508
2009,12.194,68,1727,0.0435045,None,4mg000205,3,3144508
2010,12.426,66,1622,-0.0607991,None,4mg000205,3,3144508
2011,12.515,61,1567,-0.0339088,None,4mg000205,3,3144508
2012,12.6323,61,1561,-0.00382897,-0.0110285,4mg000205,3,3144508
2013,12.89,64,1556,0.0,-0.01,4mg000205,3,3144508
2014,12.64,66,1505,-0.03,-0.03,4mg000205,3,3144508
2007,12.832,48,1018,None,None,4mg000206,5,3150307
2008,12.6264,47,985,-0.0324165,None,4mg000206,5,3150307
2009,12.4875,44,923,-0.0629442,None,4mg000206,5,3150307
2010,12.5773,46,880,-0.0465872,None,4mg000206,5,3150307
2011,12.6219,41,841,-0.0443182,None,4mg000206,3,3150307
2012,12.7752,38,805,-0.0428062,-0.0458655,4mg000206,3,3150307
2013,12.78,35,771,-0.04,-0.05,4mg000206,3,3150307
2014,12.69,37,744,-0.04,-0.04,4mg000206,3,3150307
2007,11.8208,63,1440,None,None,4mg000207,6,3152709
2008,11.7073,63,1418,-0.0152778,None,4mg000207,7,3152709
2009,11.785,62,1451,0.0232722,None,4mg000207,6,3152709
2010,11.9889,60,1436,-0.0103377,None,4mg000207,6,3152709
2011,11.907,61,1409,-0.0188022,None,4mg000207,6,3152709
2012,11.9782,59,1375,-0.0241306,-0.00919534,4mg000207,6,3152709
2013,12.23,62,1387,0.01,0.0,4mg000207,6,3152709
2014,12.09,65,1411,0.02,-0.01,4mg000207,6,3152709
2007,12.1063,82,2023,None,None,4mg000208,8,3154200
2008,12.1532,80,1991,-0.0158181,None,4mg000208,7,3154200
2009,12.262,86,1992,0.00050226,None,4mg000208,7,3154200
2010,12.5451,88,1983,-0.00451807,None,4mg000208,7,3154200
2011,12.5777,86,1880,-0.0519415,None,4mg000208,7,3154200
2012,12.5868,87,1883,0.00159574,-0.0142407,4mg000208,7,3154200
2013,12.59,80,1844,-0.02,-0.02,4mg000208,7,3154200
2014,12.28,80,1788,-0.03,-0.02,4mg000208,7,3154200
2007,12.6566,62,1057,None,None,4mg000209,7,3156106
2008,12.8082,59,1006,-0.0482498,None,4mg000209,7,3156106
2009,13.0868,44,968,-0.0377734,None,4mg000209,7,3156106
2010,12.9653,43,923,-0.0464876,None,4mg000209,6,3156106
2011,12.9977,38,863,-0.0650054,None,4mg000209,5,3156106
2012,12.982,37,832,-0.0359212,-0.0467437,4mg000209,5,3156106
2013,12.86,38,792,-0.05,-0.05,4mg000209,5,3156106
2014,12.62,35,766,-0.03,-0.05,4mg000209,5,3156106
2007,12.1763,38,953,None,None,4mg000210,2,3157336
2008,12.5451,43,987,0.0356768,None,4mg000210,2,3157336
2009,12.3609,45,895,-0.0932118,None,4mg000210,2,3157336
2010,12.525,38,859,-0.0402235,None,4mg000210,2,3157336
2011,12.8805,34,845,-0.016298,None,4mg000210,2,3157336
2012,12.7417,35,786,-0.0698225,-0.0377987,4mg000210,2,3157336
2013,12.65,31,734,-0.07,-0.06,4mg000210,2,3157336
2014,12.67,32,696,-0.05,-0.05,4mg000210,2,3157336
2007,12.8137,25,483,None,None,4mg000211,3,3158706
2008,12.5283,23,460,-0.047619,None,4mg000211,3,3158706
2009,12.4708,23,463,0.00652174,None,4mg000211,2,3158706
2010,12.3411,24,472,0.0194384,None,4mg000211,2,3158706
2011,12.5145,25,484,0.0254237,None,4mg000211,2,3158706
2012,12.7713,25,481,-0.00619835,-0.000829532,4mg000211,2,3158706
2013,12.91,28,470,-0.02,0.0,4mg000211,2,3158706
2014,13.09,26,463,-0.01,0.0,4mg000211,2,3158706
2007,12.8944,663,16740,None,None,4mg000212,51,3162500
2008,12.8854,672,16800,0.00358423,None,4mg000212,50,3162500
2009,12.856,648,16674,-0.0075,None,4mg000212,53,3162500
2010,12.9755,644,16464,-0.0125945,None,4mg000212,53,3162500
2011,13.2756,649,16442,-0.00133625,None,4mg000212,49,3162500
2012,13.1819,629,15990,-0.0274906,-0.00912561,4mg000212,50,3162500
2013,13.24,617,15436,-0.03,-0.02,4mg000212,50,3162500
2014,13.29,620,15420,0.0,-0.02,4mg000212,49,3162500
2007,12.4351,90,2165,None,None,4mg000213,11,3165008
2008,12.5462,91,2164,-0.000461894,None,4mg000213,11,3165008
2009,12.6143,93,2170,0.00277264,None,4mg000213,10,3165008
2010,12.6861,90,2125,-0.0207373,None,4mg000213,8,3165008
2011,12.6473,88,2030,-0.0447059,None,4mg000213,7,3165008
2012,13.1415,83,2042,0.00591133,-0.01163,4mg000213,7,3165008
2013,13.06,84,2016,-0.01,-0.01,4mg000213,7,3165008
2014,12.88,83,2011,0.0,-0.02,4mg000213,7,3165008
2007,11.8589,52,1162,None,None,4mg000214,6,3168804
2008,11.8524,53,1125,-0.0318417,None,4mg000214,7,3168804
2009,12.0755,51,1100,-0.0222222,None,4mg000214,7,3168804
2010,12.0771,50,1063,-0.0336364,None,4mg000214,8,3168804
2011,12.0162,49,1052,-0.0103481,None,4mg000214,8,3168804
2012,12.3916,55,1029,-0.0218631,-0.0240179,4mg000214,8,3168804
2013,12.5,48,1018,-0.01,-0.02,4mg000214,7,3168804
2014,12.42,51,989,-0.03,-0.02,4mg000214,7,3168804
2007,12.1356,56,1350,None,None,4mg010000,6,3103900
2008,12.0874,57,1362,0.00888889,None,4mg010000,5,3103900
2009,11.9547,58,1390,0.020558,None,4mg010000,5,3103900
2010,11.7707,58,1378,-0.00863309,None,4mg010000,5,3103900
2011,13.0348,63,1525,0.106676,None,4mg010000,5,3103900
2012,13.0831,64,1528,0.00196721,0.0250804,4mg010000,5,3103900
2013,12.11,61,1406,-0.08,0.01,4mg010000,5,3103900
2014,11.68,55,1411,0.0,0.0,4mg010000,3,3103900
2007,12.845,352,9569,None,None,4mg010001,20,3107406
2008,12.8691,346,9328,-0.0251855,None,4mg010001,20,3107406
2009,13.0094,351,9375,0.00503859,None,4mg010001,21,3107406
2010,12.8257,340,8966,-0.0436267,None,4mg010001,21,3107406
2011,12.5193,323,8654,-0.0347981,None,4mg010001,21,3107406
2012,12.5147,308,8292,-0.0418304,-0.0282411,4mg010001,21,3107406
2013,12.64,308,8144,-0.02,-0.03,4mg010001,22,3107406
2014,12.63,312,8116,0.0,-0.03,4mg010001,23,3107406
2007,12.5052,131,2878,None,None,4mg010002,9,3123205
2008,12.4826,130,2785,-0.0323141,None,4mg010002,9,3123205
2009,12.5933,124,2707,-0.0280072,None,4mg010002,9,3123205
2010,12.508,115,2575,-0.0487625,None,4mg010002,9,3123205
2011,12.5522,118,2463,-0.0434951,None,4mg010002,10,3123205
2012,12.683,117,2322,-0.0572473,-0.0420248,4mg010002,10,3123205
2013,12.62,115,2213,-0.05,-0.04,4mg010002,10,3123205
2014,12.4,118,2205,0.0,-0.04,4mg010002,10,3123205
2007,12.3828,35,640,None,None,4mg010003,3,3124708
2008,12.3308,34,647,0.0109375,None,4mg010003,3,3124708
2009,12.4348,36,621,-0.0401855,None,4mg010003,3,3124708
2010,12.4927,36,617,-0.00644122,None,4mg010003,3,3124708
2011,12.8937,35,630,0.0210697,None,4mg010003,3,3124708
2012,13.0168,34,594,-0.0571429,-0.0148071,4mg010003,3,3124708
2013,12.91,34,537,-0.1,-0.04,4mg010003,3,3124708
2014,12.96,33,509,-0.05,-0.04,4mg010003,3,3124708
2007,12.253,47,846,None,None,4mg010004,3,3135308
2008,12.1096,50,821,-0.0295508,None,4mg010004,3,3135308
2009,12.0272,50,809,-0.0146163,None,4mg010004,3,3135308
2010,11.0722,44,637,-0.212608,None,4mg010004,3,3135308
2011,14.1026,57,887,0.392465,None,4mg010004,3,3135308
2012,13.1797,49,818,-0.0777903,-0.0067088,4mg010004,3,3135308
2013,12.52,49,782,-0.04,-0.01,4mg010004,3,3135308
2014,12.0,50,788,0.01,-0.01,4mg010004,3,3135308
2007,12.4677,341,9620,None,None,4mg010005,19,3137205
2008,12.5943,340,9577,-0.00446985,None,4mg010005,20,3137205
2009,12.6745,348,9364,-0.0222408,None,4mg010005,20,3137205
2010,12.7157,328,9132,-0.0247757,None,4mg010005,18,3137205
2011,13.1011,318,9070,-0.00678931,None,4mg010005,18,3137205
2012,12.9421,316,8699,-0.0409041,-0.019926,4mg010005,18,3137205
2013,12.8,312,8428,-0.03,-0.03,4mg010005,16,3137205
2014,12.41,302,8366,-0.01,-0.02,4mg010005,16,3137205
2007,12.5674,32,638,None,None,4mg010006,3,3138302
2008,12.5611,29,606,-0.0501567,None,4mg010006,3,3138302
2009,12.4333,29,607,0.00165017,None,4mg010006,3,3138302
2010,12.4323,31,613,0.00988468,None,4mg010006,3,3138302
2011,12.322,29,587,-0.0424144,None,4mg010006,3,3138302
2012,12.6412,26,588,0.00170358,-0.0161898,4mg010006,3,3138302
2013,12.32,25,577,-0.02,-0.01,4mg010006,3,3138302
2014,12.25,26,568,-0.02,-0.01,4mg010006,3,3138302
2007,12.263,128,3372,None,None,4mg010007,10,3138807
2008,12.2495,129,3330,-0.0124555,None,4mg010007,9,3138807
2009,12.0805,138,3256,-0.0222222,None,4mg010007,9,3138807
2010,12.2796,136,3233,-0.00706388,None,4mg010007,9,3138807
2011,12.4555,127,3157,-0.0235076,None,4mg010007,9,3138807
2012,12.6322,126,3072,-0.0269243,-0.0184629,4mg010007,9,3138807
2013,12.59,120,2943,-0.04,-0.02,4mg010007,9,3138807
2014,12.4,117,2881,-0.02,-0.02,4mg010007,9,3138807
2007,12.7626,114,2662,None,None,4mg010008,9,3140506
2008,13.099,123,2726,0.0240421,None,4mg010008,9,3140506
2009,13.0417,119,2664,-0.0227439,None,4mg010008,9,3140506
2010,12.8711,119,2568,-0.036036,None,4mg010008,9,3140506
2011,12.6417,113,2406,-0.0630841,None,4mg010008,9,3140506
2012,12.6167,111,2377,-0.0120532,-0.0223932,4mg010008,9,3140506
2013,12.79,105,2301,-0.03,-0.03,4mg010008,9,3140506
2014,12.69,103,2374,0.03,-0.02,4mg010008,9,3140506
2007,12.1731,63,1323,None,None,4mg010009,6,3142403
2008,11.841,57,1346,0.0173847,None,4mg010009,6,3142403
2009,12.0449,57,1313,-0.0245171,None,4mg010009,6,3142403
2010,12.2079,56,1289,-0.0182788,None,4mg010009,6,3142403
2011,12.0305,57,1312,0.0178433,None,4mg010009,6,3142403
2012,11.9546,56,1212,-0.0762195,-0.0173733,4mg010009,6,3142403
2013,11.97,56,1204,-0.01,-0.02,4mg010009,6,3142403
2014,11.77,57,1230,0.02,-0.01,4mg010009,6,3142403
2007,13.3603,40,705,None,None,4mg010010,5,3153707
2008,12.5074,40,676,-0.0411348,None,4mg010010,4,3153707
2009,12.2078,41,688,0.0177515,None,4mg010010,4,3153707
2010,13.0768,37,651,-0.0537791,None,4mg010010,4,3153707
2011,13.1282,36,616,-0.0537634,None,4mg010010,2,3153707
2012,12.8776,35,588,-0.0454545,-0.0356434,4mg010010,2,3153707
2013,14.06,37,610,0.04,-0.02,4mg010010,2,3153707
2014,13.77,33,613,0.0,-0.02,4mg010010,2,3153707
2007,11.2276,9,123,None,None,4mg010011,1,3166600
2008,11.4545,9,121,-0.0162602,None,4mg010011,1,3166600
2009,11.1825,9,126,0.0413223,None,4mg010011,1,3166600
2010,11.2016,9,129,0.0238095,None,4mg010011,1,3166600
2011,10.877,9,122,-0.0542636,None,4mg010011,1,3166600
2012,11.2736,9,106,-0.131148,-0.0293109,4mg010011,1,3166600
2013,11.16,9,110,0.04,-0.02,4mg010011,1,3166600
2014,11.54,9,100,-0.09,-0.05,4mg010011,1,3166600
2007,12.3139,43,1201,None,None,4mg010100,3,3104809
2008,12.3951,43,1182,-0.0158201,None,4mg010100,3,3104809
2009,12.602,42,1176,-0.00507614,None,4mg010100,2,3104809
2010,13.0696,42,1164,-0.0102041,None,4mg010100,2,3104809
2011,12.3228,36,1047,-0.100515,None,4mg010100,2,3104809
2012,12.2975,34,1022,-0.0238777,-0.0317632,4mg010100,2,3104809
2013,12.23,34,965,-0.06,-0.04,4mg010100,2,3104809
2014,12.07,35,958,-0.01,-0.04,4mg010100,2,3104809
2007,12.3882,91,2334,None,None,4mg010101,16,3109204
2008,12.4139,96,2293,-0.0175664,None,4mg010101,10,3109204
2009,12.4931,95,2231,-0.0270388,None,4mg010101,10,3109204
2010,12.9546,91,2180,-0.0228597,None,4mg010101,10,3109204
2011,13.0978,86,2034,-0.0669725,None,4mg010101,10,3109204
2012,12.6995,85,1847,-0.0919371,-0.0457257,4mg010101,10,3109204
2013,12.6,79,1772,-0.04,-0.05,4mg010101,8,3109204
2014,12.51,84,1716,-0.03,-0.05,4mg010101,8,3109204
2007,12.1184,177,5294,None,None,4mg010102,13,3119104
2008,12.1034,187,5087,-0.0391009,None,4mg010102,13,3119104
2009,12.2085,190,5016,-0.0139571,None,4mg010102,13,3119104
2010,12.6684,192,5036,0.00398724,None,4mg010102,13,3119104
2011,12.5502,198,4822,-0.042494,None,4mg010102,12,3119104
2012,12.4492,184,4564,-0.0535048,-0.029239,4mg010102,13,3119104
2013,12.27,177,4365,-0.04,-0.03,4mg010102,13,3119104
2014,12.17,171,4291,-0.02,-0.03,4mg010102,13,3119104
2007,12.4377,577,15614,None,None,4mg010103,47,3120904
2008,12.6184,599,15988,0.0239529,None,4mg010103,45,3120904
2009,12.9451,611,16237,0.0155742,None,4mg010103,45,3120904
2010,13.167,615,16092,-0.00893022,None,4mg010103,45,3120904
2011,13.3012,588,15982,-0.00683569,None,4mg010103,42,3120904
2012,13.0047,555,15029,-0.0596296,-0.00760817,4mg010103,43,3120904
2013,13.31,551,15111,0.01,-0.01,4mg010103,42,3120904
2014,13.05,545,14832,-0.02,-0.02,4mg010103,44,3120904
2007,12.4978,130,3136,None,None,4mg010104,13,3125705
2008,12.68,136,3072,-0.0204082,None,4mg010104,13,3125705
2009,12.6404,120,3026,-0.014974,None,4mg010104,12,3125705
2010,12.8446,121,2895,-0.0432915,None,4mg010104,13,3125705
