wage,num_emp,num_jobs,num_est,wage_avg,age_avg,wage_growth,wage_growth_5,num_emp_growth,num_emp_growth_5,year,bra_id,cbo_id,ibge_id
214036.16,620,620,140,345.22,37.839,0.057,None,-0.037,None,2004,4mg070809,6,3144102
74192.95,215,216,47,343.49,34.361,0.362,None,0.156,None,2004,4mg070810,6,3145109
23129.48,69,69,29,335.21,33.174,0.002,None,-0.08,None,2004,4mg070811,6,3163904
671919.64,1843,1844,426,364.38,37.421,0.12,None,0.019,None,2004,4mg070812,6,3164704
121629.05,369,369,84,329.62,36.377,0.031,None,-0.051,None,2004,4mg070813,6,3165107
479816.97,1509,1511,341,317.55,38.101,0.159,None,0.08,None,2004,4mg070900,6,3107109
150088.57,483,483,176,310.74,38.503,0.134,None,-0.002,None,2004,4mg070901,6,3110905
148466.52,433,433,80,342.88,34.982,0.779,None,0.604,None,2004,4mg070902,6,3111309
346624.80,1145,1147,342,302.20,36.934,0.182,None,0.061,None,2004,4mg070903,6,3111606
335917.08,1124,1124,218,298.86,37.788,0.062,None,-0.022,None,2004,4mg070904,6,3113909
176500.79,582,583,146,302.75,37.756,0.292,None,0.2,None,2004,4mg070905,6,3118700
265506.33,880,882,265,301.03,37.734,0.05,None,-0.05,None,2004,4mg070906,6,3123601
147878.34,444,445,89,332.31,35.157,0.336,None,0.159,None,2004,4mg070907,6,3128105
120871.97,410,410,104,294.81,39.551,0.012,None,-0.077,None,2004,4mg070908,6,3130507
107026.54,340,340,109,314.78,37.835,0.299,None,0.153,None,2004,4mg070909,6,3142601
180436.47,581,581,131,310.56,38.076,0.117,None,-0.009,None,2004,4mg070910,6,3158300
34489.14,93,93,27,370.85,33.387,-0.05,None,-0.031,None,2004,4mg070911,6,3160801
34184.50,102,102,45,335.14,39.48,0.004,None,-0.064,None,2004,4mg070912,6,3165206
439452.35,1348,1349,406,325.76,38.552,0.182,None,0.059,None,2004,4mg070913,6,3169307
1011058.29,3264,3265,582,309.67,36.872,0.279,None,0.15,None,2004,4mg070914,6,3169406
516096.90,1620,1621,387,318.38,38.094,0.095,None,-0.008,None,2004,4mg070915,6,3170701
334738.91,805,805,296,415.83,36.743,-0.224,None,-0.064,None,2004,4mg080000,6,3104007
407782.12,809,809,143,504.06,35.503,0.162,None,0.052,None,2004,4mg080001,6,3111507
512714.43,1184,1185,282,432.67,35.517,0.607,None,0.473,None,2004,4mg080002,6,3129509
379115.91,722,722,126,525.09,33.025,1.024,None,1.034,None,2004,4mg080003,6,3145000
60234.02,129,129,45,466.93,37.636,0.061,None,-0.134,None,2004,4mg080004,6,3149200
454495.60,1080,1081,248,420.44,34.169,0.279,None,0.182,None,2004,4mg080005,6,3149804
32825.53,104,104,27,315.63,35.596,0.914,None,0.926,None,2004,4mg080006,6,3153004
332947.89,699,700,333,475.64,36.727,0.155,None,0.042,None,2004,4mg080007,6,3156908
331890.99,655,655,97,506.70,33.695,0.353,None,0.342,None,2004,4mg080008,6,3157708
199508.77,353,353,48,565.18,32.737,0.224,None,0.06,None,2004,4mg080009,6,3168101
199879.30,460,460,329,434.52,36.954,0.195,None,0.082,None,2004,4mg080100,6,3111101
217950.23,434,434,188,502.19,36.825,0.248,None,0.133,None,2004,4mg080101,6,3114550
153980.73,277,277,87,555.89,36.491,-0.317,None,-0.444,None,2004,4mg080102,6,3116902
60467.74,115,115,25,525.81,37.939,0.15,None,0.15,None,2004,4mg080103,6,3127008
621405.66,1317,1317,392,471.83,36.015,0.237,None,0.072,None,2004,4mg080104,6,3127107
102923.81,244,245,154,420.10,36.89,0.207,None,0.094,None,2004,4mg080105,6,3133402
602678.80,1074,1075,255,560.63,36.424,0.133,None,0.009,None,2004,4mg080106,6,3134400
80104.64,182,182,94,440.14,37.588,0.378,None,0.213,None,2004,4mg080107,6,3138625
173164.87,271,272,50,636.64,34.118,0.091,None,-0.326,None,2004,4mg080108,6,3150703
72398.80,117,117,39,618.79,36.641,0.187,None,0.093,None,2004,4mg080109,6,3151602
78378.80,202,202,97,388.01,34.54,0.149,None,0.069,None,2004,4mg080110,6,3161304
74192.72,171,171,108,433.88,36.994,0.147,None,0.043,None,2004,4mg080111,6,3170438
26107.76,60,60,32,435.13,40.183,0.294,None,0.2,None,2004,4mg080200,6,3109808
765252.39,1429,1429,131,535.52,35.417,0.286,None,0.201,None,2004,4mg080201,6,3112604
111489.01,301,301,199,370.40,38.289,0.145,None,0.003,None,2004,4mg080202,6,3129103
40043.75,100,100,53,400.44,38.95,0.043,None,0.01,None,2004,4mg080203,6,3131406
940271.20,2067,2068,517,454.68,34.116,0.127,None,0.042,None,2004,4mg080204,6,3134202
268318.56,647,648,328,414.07,37.506,0.157,None,0.059,None,2004,4mg080205,6,3159803
12207.92,25,25,15,488.32,35.48,0.368,None,0.389,None,2004,4mg080300,6,3103801
247415.25,577,578,207,428.05,36.126,0.014,None,-0.083,None,2004,4mg080301,6,3114303
51046.93,122,122,43,418.42,35.828,0.11,None,-0.008,None,2004,4mg080302,6,3128907
100202.86,232,232,106,431.91,35.565,0.257,None,0.178,None,2004,4mg080303,6,3137502
18003.10,47,47,25,383.05,35.34,-0.118,None,-0.175,None,2004,4mg080305,6,3141207
986477.67,2295,2295,584,429.84,35.023,0.026,None,-0.056,None,2004,4mg080306,6,3148004
870945.37,1477,1477,162,589.67,34.645,0.003,None,-0.113,None,2004,4mg080307,6,3155504
22147.85,65,65,14,340.74,38.631,0.434,None,0.444,None,2004,4mg080308,6,3159704
621331.26,1119,1119,173,555.26,32.837,0.02,None,-0.043,None,2004,4mg080309,6,3162104
76830.25,162,162,72,474.26,34.086,0.367,None,0.149,None,2004,4mg080310,6,3168903
14219.43,39,39,30,364.60,39.077,-0.017,None,-0.114,None,2004,4mg080400,6,3100104
356599.84,832,832,238,428.61,35.575,0.087,None,-0.018,None,2004,4mg080401,6,3119302
19282.53,48,48,27,401.72,35.146,0.171,None,0.143,None,2004,4mg080402,6,3120706
3970.47,11,11,9,360.95,42.909,-0.19,None,-0.214,None,2004,4mg080403,6,3123502
208912.45,495,495,72,422.05,31.37,0.726,None,0.889,None,2004,4mg080404,6,3124807
4715.09,15,15,7,314.34,41.133,-0.15,None,-0.062,None,2004,4mg080405,6,3127909
63056.40,105,105,36,600.54,35.381,-0.083,None,-0.11,None,2004,4mg080406,6,3131604
447921.95,1027,1028,314,435.72,35.592,0.356,None,0.167,None,2004,4mg080407,6,3143104
1135868.31,2716,2717,669,418.06,34.916,0.248,None,0.179,None,2004,4mg080408,6,3148103
87751.93,191,191,39,459.43,38.55,0.089,None,-0.082,None,2004,4mg080409,6,3156403
316220.85,756,770,156,410.68,33.264,0.161,None,0.031,None,2004,4mg080410,6,3166808
112683.85,224,224,53,503.05,34.83,0.357,None,0.185,None,2004,4mg080500,6,3100708
253893.14,406,406,119,625.35,35.796,0.117,None,0.015,None,2004,4mg080501,6,3111408
998650.62,1566,1566,173,637.71,32.169,6.844,None,3.987,None,2004,4mg080502,6,3117306
140916.77,269,269,85,523.85,35.576,0.162,None,0.076,None,2004,4mg080503,6,3118205
1244040.83,1904,1904,26,653.38,31.007,-0.207,None,-0.336,None,2004,4mg080504,6,3121258
1760499.59,3759,3760,1099,468.22,35.874,0.2,None,0.066,None,2004,4mg080505,6,3170107
80897.96,179,179,90,451.94,40.425,0.073,None,-0.006,None,2004,4mg080506,6,3171105
552075.59,1186,1186,558,465.49,37.156,0.103,None,-0.044,None,2004,4mg080600,6,3103504
231081.19,425,425,33,543.72,33.866,0.22,None,0.121,None,2004,4mg080601,6,3103751
336077.19,651,651,84,516.25,38.479,0.074,None,-0.02,None,2004,4mg080602,6,3111804
23284.73,58,58,33,401.46,41.293,-0.019,None,-0.065,None,2004,4mg080603,6,3115003
60862.38,144,145,67,419.74,38.676,-0.076,None,-0.148,None,2004,4mg080604,6,3115805
182890.49,410,410,66,446.07,30.529,0.667,None,0.602,None,2004,4mg080605,6,3130705
276902.73,660,660,234,419.55,35.082,0.121,None,0.028,None,2004,4mg080606,6,3142809
649378.82,1633,1634,493,397.42,35.313,0.298,None,0.201,None,2004,4mg080607,6,3152808
374651.12,748,748,248,500.87,37.044,0.146,None,-0.005,None,2004,4mg080608,6,3169604
2618567.18,5093,5095,878,513.95,33.6,0.098,None,-0.035,None,2004,4mg080609,6,3170206
25751.45,87,88,57,292.63,33.932,0.11,None,0.024,None,2004,4mg090000,6,3100906
11100.60,37,37,11,300.02,37.838,0.245,None,0.156,None,2004,4mg090001,6,3106606
333047.80,1102,1102,348,302.22,37.724,0.089,None,0.005,None,2004,4mg090002,6,3113701
23572.28,81,81,61,291.02,36.16,0.1,None,-0.012,None,2004,4mg090003,6,3120151
3237.83,11,11,10,294.35,31.273,0.02,None,-0.083,None,2004,4mg090004,6,3127057
13312.94,45,45,29,295.84,41.956,0.088,None,-0.022,None,2004,4mg090005,6,3138906
237011.10,744,744,194,318.56,37.098,0.171,None,0.127,None,2004,4mg090006,6,3144300
1280.12,5,5,2,256.02,44.0,0.368,None,0.25,None,2004,4mg090007,6,3157658
73359.38,186,186,28,394.41,38.199,0.056,None,0.005,None,2004,4mg090008,6,3166709
23721.79,68,68,30,348.85,34.279,0.952,None,0.511,None,2004,4mg090009,6,3170305
66399.27,224,224,95,296.43,36.522,0.23,None,0.114,None,2004,4mg090100,6,3104700
9429.39,34,34,13,277.34,31.735,-0.043,None,-0.128,None,2004,4mg090101,6,3115458
13062.56,44,44,16,296.88,34.682,0.307,None,0.294,None,2004,4mg090102,6,3126752
36824.15,129,129,47,285.46,36.388,0.12,None,0.024,None,2004,4mg090103,6,3126802
21612.71,77,77,15,280.69,32.74,0.383,None,0.242,None,2004,4mg090104,6,3132305
12504.89,44,44,25,284.20,35.273,0.313,None,0.189,None,2004,4mg090105,6,3137007
26857.34,75,75,27,358.10,35.733,0.042,None,0.172,None,2004,4mg090106,6,3139201
7914.08,24,24,17,329.75,37.25,0.371,None,0.143,None,2004,4mg090107,6,3145356
7473.20,26,26,15,287.43,34.885,0.467,None,0.238,None,2004,4mg090108,6,3146206
39699.46,136,136,65,291.91,35.824,0.281,None,0.225,None,2004,4mg090109,6,3148509
11364.42,40,40,21,284.11,34.875,-0.167,None,-0.245,None,2004,4mg090110,6,3152402
253.33,1,1,1,253.33,34.0,-0.964,None,-0.947,None,2004,4mg090111,6,3165552
328631.68,1117,1117,505,294.21,36.205,0.209,None,0.089,None,2004,4mg090112,6,3168606
128615.39,384,384,135,334.94,36.195,0.179,None,0.07,None,2004,4mg100000,6,3101102
657.30,2,2,2,328.65,38.5,0.107,None,0.0,None,2004,4mg100001,6,3102209
15727.03,43,43,9,365.75,33.256,3.1,None,1.688,None,2004,4mg100002,6,3117405
83108.38,265,265,115,313.62,36.86,-0.303,None,-0.346,None,2004,4mg100003,6,3118403
2756.65,9,9,6,306.29,39.778,-0.108,None,0.0,None,2004,4mg100004,6,3120839
558.32,2,2,2,279.16,36.5,None,None,None,None,2004,4mg100005,6,3127370
39897.31,128,128,69,311.70,35.828,0.652,None,0.333,None,2004,4mg100006,6,3131208
12253.47,38,38,24,322.46,38.579,0.029,None,-0.073,None,2004,4mg100007,6,3134103
44846.99,150,151,66,297.00,35.225,0.192,None,0.095,None,2004,4mg100008,6,3144003
8407.01,27,27,19,311.37,36.815,0.174,None,0.038,None,2004,4mg100009,6,3151909
59491.50,193,193,125,308.25,35.731,0.198,None,0.103,None,2004,4mg100010,6,3154309
11717.04,41,41,20,285.78,38.171,0.65,None,0.577,None,2004,4mg100011,6,3159506
7939.19,29,29,15,273.77,35.31,-0.156,None,-0.194,None,2004,4mg100012,6,3168051
23984.70,73,73,34,328.56,37.644,-0.037,None,-0.151,None,2004,4mg100100,6,3107802
3425.85,12,12,7,285.49,36.75,0.314,None,0.2,None,2004,4mg100101,6,3109253
232099.43,826,826,209,280.99,34.745,0.231,None,0.116,None,2004,4mg100102,6,3113404
17542.14,60,60,18,292.37,31.75,0.157,None,0.132,None,2004,4mg100103,6,3120003
5253.22,17,17,14,309.01,37.059,0.159,None,0.0,None,2004,4mg100104,6,3122504
5479.66,18,18,7,304.43,31.5,0.277,None,0.125,None,2004,4mg100105,6,3123858
37222.51,129,129,75,288.55,35.465,0.318,None,0.183,None,2004,4mg100106,6,3129301
15831.49,63,63,13,251.29,32.698,0.211,None,0.189,None,2004,4mg100107,6,3130556
29695.76,99,99,56,299.96,33.394,0.238,None,0.193,None,2004,4mg100108,6,3130903
82437.34,238,238,13,346.38,36.983,-0.097,None,-0.182,None,2004,4mg100109,6,3131158
28275.78,102,102,19,277.21,33.598,1.242,None,1.217,None,2004,4mg100110,6,3150158
255767.47,735,735,5,347.98,32.403,-0.015,None,-0.145,None,2004,4mg100111,6,3150539
9899.20,39,39,12,253.83,33.513,0.416,None,0.393,None,2004,4mg100112,6,3157252
44172.71,152,152,23,290.61,34.48,0.152,None,0.048,None,2004,4mg100113,6,3159357
47338.01,162,162,15,292.21,30.019,0.584,None,0.434,None,2004,4mg100114,6,3160959
14356.23,52,52,16,276.08,35.288,0.054,None,-0.019,None,2004,4mg100115,6,3162609
8705.03,31,31,6,280.81,34.0,-0.393,None,-0.475,None,2004,4mg100116,6,3164472
22247.56,75,75,41,296.63,35.627,-0.168,None,-0.25,None,2004,4mg100117,6,3168408
33619.84,128,128,32,262.66,33.234,0.46,None,0.376,None,2004,4mg100118,6,3170057
2805.94,8,8,6,350.74,40.0,0.156,None,0.333,None,2004,4mg100119,6,3170578
38093.44,116,116,55,328.39,38.129,0.078,None,-0.009,None,2004,4mg100200,6,3101805
25412.59,81,81,32,313.74,36.778,0.099,None,-0.012,None,2004,4mg100201,6,3110806
4311.59,14,14,12,307.97,34.786,0.122,None,0.0,None,2004,4mg100202,6,3112653
11471.08,33,33,19,347.61,35.97,-0.168,None,-0.312,None,2004,4mg100203,6,3119203
6672.17,20,20,14,333.61,35.25,0.413,None,0.25,None,2004,4mg100204,6,3122108
26691.59,81,81,49,329.53,38.358,-0.054,None,-0.129,None,2004,4mg100205,6,3123700
28911.81,84,84,30,344.19,39.464,0.843,None,0.615,None,2004,4mg100206,6,3125804
46774.95,138,138,57,338.95,37.63,-0.016,None,-0.098,None,2004,4mg100207,6,3126901
35043.08,111,111,68,315.70,38.892,0.169,None,-0.018,None,2004,4mg100208,6,3127305
367533.73,1044,1044,470,352.04,36.594,0.085,None,-0.002,None,2004,4mg100209,6,3127701
91485.22,304,304,143,300.94,36.493,0.136,None,0.027,None,2004,4mg100210,6,3132701
18612.82,58,58,29,320.91,35.552,0.161,None,0.115,None,2004,4mg100211,6,3133204
19944.46,69,69,36,289.05,35.652,0.335,None,0.302,None,2004,4mg100212,6,3135076
17364.04,50,50,23,347.28,38.5,0.315,None,0.19,None,2004,4mg100213,6,3140100
18718.62,53,53,25,353.18,39.755,-0.096,None,-0.145,None,2004,4mg100214,6,3171501
3168.81,10,10,3,316.88,38.3,0.573,None,0.429,None,2004,4mg100215,6,3144201
23554.71,71,72,32,327.15,39.292,1.09,None,0.543,None,2004,4mg100216,6,3144904
18283.31,61,61,21,299.73,37.475,0.12,None,0.052,None,2004,4mg100217,6,3150000
2558.01,8,8,4,319.75,36.25,0.538,None,0.333,None,2004,4mg100218,6,3161601
3810.05,12,12,4,317.50,34.25,0.65,None,0.5,None,2004,4mg100219,6,3161650
3086.08,9,9,6,342.90,33.778,-0.166,None,-0.25,None,2004,4mg100220,6,3163003
3363.20,12,12,6,280.27,36.583,0.17,None,0.0,None,2004,4mg100221,6,3163300
7314.90,20,20,16,365.75,36.0,-0.073,None,-0.231,None,2004,4mg100222,6,3167707
22878.39,60,60,31,381.31,38.167,0.181,None,0.091,None,2004,4mg100223,6,3169505
774.43,3,3,2,258.14,24.333,-0.498,None,-0.5,None,2004,4mg100224,6,3171907
7014.05,19,19,15,369.16,35.684,0.053,None,0.056,None,2004,4mg100300,6,3108800
3057.87,10,10,5,305.79,36.5,0.024,None,-0.091,None,2004,4mg100301,6,3113800
3231.67,12,12,10,269.31,37.417,0.485,None,0.333,None,2004,4mg100302,6,3116803
19199.53,63,63,10,304.75,33.365,0.149,None,0.05,None,2004,4mg100303,6,3122207
13795.63,40,40,17,344.89,34.275,0.216,None,0.111,None,2004,4mg100304,6,3123106
2106.03,6,6,5,351.01,36.0,0.544,None,0.5,None,2004,4mg100305,6,3127503
384758.17,982,982,141,391.81,34.339,-0.084,None,-0.164,None,2004,4mg100306,6,3128006
2100.17,7,7,6,300.02,33.714,-0.082,None,-0.125,None,2004,4mg100307,6,3140605
1937.85,7,7,5,276.84,33.429,1.49,None,1.333,None,2004,4mg100308,6,3148400
50858.86,174,174,81,292.29,37.241,0.177,None,0.087,None,2004,4mg100309,6,3156809
804.37,3,3,2,268.12,41.667,0.054,None,0.0,None,2004,4mg100310,6,3157500
22311.94,61,61,32,365.77,36.557,0.168,None,0.173,None,2004,4mg100311,6,3162807
683.83,2,2,2,341.92,28.0,-0.398,None,-0.5,None,2004,4mg100312,6,3165503
9213.61,32,32,20,287.93,38.375,-0.005,None,-0.111,None,2004,4mg100313,6,3166105
22575.47,76,76,48,297.05,36.289,0.223,None,0.118,None,2004,4mg100314,6,3171808
25418.11,84,84,45,302.60,38.0,0.064,None,0.0,None,2004,4mg100400,6,3100500
208429.47,774,774,51,269.29,33.298,0.554,None,0.602,None,2004,4mg100401,6,3103009
580847.21,1458,1458,25,398.39,33.49,0.121,None,0.065,None,2004,4mg100402,6,3106309
30935.30,81,81,43,381.92,40.642,-0.389,None,-0.484,None,2004,4mg100403,6,3119401
323542.17,971,971,107,333.21,33.617,0.142,None,0.035,None,2004,4mg100404,6,3131307
12796.26,41,41,30,312.10,37.024,0.027,None,-0.068,None,2004,4mg100405,6,3135001
3476.78,11,11,9,316.07,33.636,-0.167,None,-0.267,None,2004,4mg100406,6,3136108
26241.48,88,88,50,298.20,36.227,-0.703,None,-0.627,None,2004,4mg100407,6,3140308
4707.49,17,17,14,276.91,40.0,0.352,None,0.214,None,2004,4mg100408,6,3141702
136682.17,332,332,12,411.69,34.31,0.109,None,-0.043,None,2004,4mg100409,6,3144359
8995.68,28,28,14,321.27,39.143,-0.759,None,-0.752,None,2004,4mg100410,6,3149952
26932.70,87,87,30,309.57,36.299,1.325,None,1.122,None,2004,4mg100411,6,3158953
47453.53,133,133,53,356.79,34.128,0.181,None,-0.05,None,2004,4mg100412,6,3168705
5625.72,18,18,11,312.54,36.944,-0.125,None,-0.217,None,2004,4mg100500,6,3115706
2474.25,9,9,6,274.92,29.556,-0.038,None,-0.1,None,2004,4mg100501,6,3131802
24118.67,79,79,46,305.30,38.025,-0.063,None,-0.132,None,2004,4mg100502,6,3139607
10974.01,30,30,20,365.80,41.867,0.111,None,-0.062,None,2004,4mg100503,6,3141504
3120.65,10,10,4,312.07,37.4,-0.409,None,-0.474,None,2004,4mg100504,6,3144672
661.32,2,2,2,330.66,40.5,1.875,None,1.0,None,2004,4mg100505,6,3161056
2707.86,7,7,4,386.84,30.0,-0.059,None,-0.222,None,2004,4mg100506,6,3162575
30965.59,106,106,26,292.13,35.415,0.176,None,0.029,None,2004,4mg100600,6,3100609
9307.80,27,27,7,344.73,26.63,0.372,None,0.174,None,2004,4mg100601,6,3112059
3931.60,14,14,9,280.83,33.643,0.183,None,0.0,None,2004,4mg100603,6,3136553
217066.85,676,676,46,321.11,32.682,0.799,None,0.583,None,2004,4mg100604,6,3148608
15677.19,54,54,28,290.32,36.185,0.173,None,0.059,None,2004,4mg100605,6,3158201
7282.86,29,29,5,251.13,32.103,0.334,None,0.381,None,2004,4mg100606,6,3163508
4424.27,15,15,9,294.95,32.2,0.311,None,0.154,None,2004,4mg100607,6,3164100
1374.58,5,5,3,274.92,41.8,0.683,None,0.667,None,2004,4mg100608,6,3164506
88043.38,303,304,136,289.62,40.326,-0.067,None,-0.124,None,2004,4mg110000,6,3101508
28124.44,99,99,48,284.09,40.091,0.041,None,-0.029,None,2004,4mg110001,6,3104403
129674.86,434,434,201,298.79,37.97,0.137,None,0.069,None,2004,4mg110002,6,3115300
19879.78,73,73,24,272.33,35.808,-0.443,None,-0.513,None,2004,4mg110003,6,3122900
30237.62,95,95,35,318.29,37.989,0.142,None,0.011,None,2004,4mg110004,6,3124609
7780.44,26,26,16,299.25,44.115,-0.08,None,-0.071,None,2004,4mg110005,6,3132602
15261.69,58,58,41,263.13,34.914,0.134,None,0.018,None,2004,4mg110006,6,3138005
235764.74,786,786,388,299.96,39.238,0.108,None,-0.016,None,2004,4mg110007,6,3138401
34125.18,122,122,53,279.72,37.672,0.19,None,0.08,None,2004,4mg110008,6,3146701
24919.00,85,85,37,293.17,38.576,0.112,None,0.037,None,2004,4mg110009,6,3151107
42378.92,148,148,70,286.34,37.98,0.279,None,0.156,None,2004,4mg110010,6,3154101
30534.80,97,97,22,314.79,39.701,0.461,None,0.212,None,2004,4mg110011,6,3158409
17633.50,60,60,30,293.89,39.267,0.118,None,0.071,None,2004,4mg110012,6,3160009
58514.92,188,189,67,309.60,39.317,0.167,None,0.056,None,2004,4mg110013,6,3172103
3477.90,11,11,10,316.17,37.0,0.04,None,-0.083,None,2004,4mg110100,6,3103306
79605.32,252,252,85,315.89,38.377,0.261,None,0.077,None,2004,4mg110101,6,3106101
34192.13,113,113,34,302.59,35.354,0.174,None,0.076,None,2004,4mg110102,6,3106804
44835.48,143,143,74,313.54,38.825,-0.154,None,-0.169,None,2004,4mg110103,6,3106903
25584.91,84,85,38,301.00,38.282,0.233,None,0.105,None,2004,4mg110104,6,3115904
23126.14,74,74,24,312.52,36.878,-0.093,None,-0.013,None,2004,4mg110105,6,3116209
16679.75,52,52,17,320.76,42.327,-0.477,None,-0.54,None,2004,4mg110106,6,3119609
21003.02,78,78,48,269.27,38.897,0.105,None,0.0,None,2004,4mg110107,6,3121308
9709.91,31,31,15,313.22,39.419,0.17,None,0.069,None,2004,4mg110108,6,3125002
39882.14,132,132,33,302.14,41.697,0.197,None,0.082,None,2004,4mg110109,6,3127388
36877.29,108,108,48,341.46,37.25,0.082,None,0.029,None,2004,4mg110110,6,3128501
594080.76,1613,1618,677,367.17,36.878,0.136,None,0.039,None,2004,4mg110111,6,3136702
114865.02,385,385,212,298.35,38.688,0.058,None,-0.028,None,2004,4mg110112,6,3138609
82910.51,291,291,103,284.92,35.684,0.156,None,0.051,None,2004,4mg110113,6,3139805
18493.42,61,61,44,303.17,38.672,0.214,None,0.109,None,2004,4mg110114,6,3140209
51332.97,163,163,54,314.93,39.847,-0.068,None,-0.006,None,2004,4mg110115,6,3140803
6466.19,23,23,14,281.14,33.826,0.178,None,0.095,None,2004,4mg110116,6,3145406
6239.71,21,21,15,297.13,40.0,-0.003,None,-0.16,None,2004,4mg110117,6,3145703
6110.81,22,22,12,277.76,38.909,0.028,None,0.0,None,2004,4mg110118,6,3146602
2710.07,8,8,8,338.76,37.5,0.106,None,-0.111,None,2004,4mg110119,6,3149408
21506.99,61,61,29,352.57,39.197,0.264,None,0.196,None,2004,4mg110120,6,3149507
25046.78,85,85,47,294.67,37.176,0.249,None,0.149,None,2004,4mg110121,6,3150109
52425.12,144,144,86,364.06,37.611,0.144,None,-0.007,None,2004,4mg110122,6,3155405
40057.69,146,146,73,274.37,38.349,0.167,None,0.074,None,2004,4mg110123,6,3155900
10992.44,35,35,20,314.07,39.086,-0.056,None,-0.103,None,2004,4mg110124,6,3156205
14752.44,52,52,25,283.70,37.288,0.083,None,-0.019,None,2004,4mg110125,6,3157278
13921.74,50,50,25,278.44,36.96,-0.119,None,-0.194,None,2004,4mg110126,6,3159407
28363.94,93,93,52,304.99,38.925,0.116,None,0.011,None,2004,4mg110127,6,3159308
61700.76,167,167,41,369.47,36.707,0.093,None,0.031,None,2004,4mg110128,6,3158607
88778.52,294,294,141,301.97,38.027,0.096,None,0.021,None,2004,4mg110129,6,3160702
74049.62,233,233,112,317.81,38.305,0.123,None,0.004,None,2004,4mg110130,6,3162906
15520.75,53,53,29,292.84,36.679,0.217,None,0.128,None,2004,4mg110131,6,3165602
79739.26,233,236,35,337.88,35.186,0.733,None,0.688,None,2004,4mg110132,6,3167509
44197.32,149,149,63,296.63,34.893,0.254,None,0.192,None,2004,4mg110200,6,3100302
9079.12,31,31,7,292.88,34.484,0.654,None,0.348,None,2004,4mg110201,6,3102050
12036.93,40,40,15,300.92,35.3,0.85,None,0.667,None,2004,4mg110202,6,3153509
610.61,2,2,2,305.31,33.5,-0.589,None,-0.667,None,2004,4mg110203,6,3112109
17945.95,69,69,12,260.09,30.217,0.363,None,0.278,None,2004,4mg110204,6,3112901
5126.68,18,18,9,284.82,41.833,-0.166,None,-0.182,None,2004,4mg110205,6,3116001
16062.47,47,47,8,341.76,33.298,0.071,None,-0.06,None,2004,4mg110206,6,3123528
40092.07,146,146,54,274.60,33.384,0.127,None,0.043,None,2004,4mg110207,6,3137700
1913.01,7,7,2,273.29,36.286,1.668,None,1.333,None,2004,4mg110208,6,3138674
195431.83,680,680,188,287.40,35.903,0.067,None,-0.009,None,2004,4mg110209,6,3139409
136411.30,477,477,85,285.98,34.847,0.303,None,0.198,None,2004,4mg110210,6,3139508
67176.27,173,173,9,388.30,33.179,0.538,None,0.311,None,2004,4mg110211,6,3140530
53851.54,185,185,53,291.09,35.957,0.294,None,0.233,None,2004,4mg110212,6,3140902
586.43,2,2,2,293.22,30.5,0.88,None,1.0,None,2004,4mg110213,6,3148756
59336.78,195,195,35,304.29,33.21,0.237,None,0.175,None,2004,4mg110214,6,3154150
19461.74,60,60,10,324.36,36.617,3.009,None,2.0,None,2004,4mg110215,6,3157906
25160.98,81,81,13,310.63,35.951,0.297,None,0.191,None,2004,4mg110216,6,3158904
42525.35,151,151,14,281.63,33.417,0.231,None,0.153,None,2004,4mg110217,6,3162559
860.27,3,3,2,286.76,46.333,0.038,None,0.0,None,2004,4mg110218,6,3163607
13390.34,50,50,14,267.81,33.5,-0.077,None,-0.138,None,2004,4mg110219,6,3167608
4880.73,18,18,9,271.15,31.222,0.364,None,0.286,None,2004,4mg110300,6,3103108
44002.68,162,162,53,271.62,40.142,0.169,None,0.11,None,2004,4mg110301,6,3105509
9155.48,33,33,12,277.44,33.879,0.022,None,0.031,None,2004,4mg110302,6,3110103
53288.63,182,182,92,292.80,39.016,0.24,None,0.145,None,2004,4mg110303,6,3113305
13592.39,45,45,23,302.05,39.578,0.002,None,-0.1,None,2004,4mg110304,6,3122009
21979.28,81,81,25,271.35,34.519,-0.171,None,-0.229,None,2004,4mg110305,6,3124203
32369.49,112,112,41,289.01,38.634,0.18,None,0.109,None,2004,4mg110306,6,3124906
43458.04,153,153,27,284.04,37.275,0.085,None,0.133,None,2004,4mg110307,6,3125309
12370.27,40,40,11,309.26,34.675,-0.115,None,-0.216,None,2004,4mg110308,6,3125952
35699.79,125,125,52,285.60,34.4,0.046,None,-0.038,None,2004,4mg110309,6,3142106
26999.74,95,95,52,284.21,39.221,-0.224,None,-0.307,None,2004,4mg110310,6,3142205
267270.24,932,933,391,286.46,37.822,0.079,None,-0.007,None,2004,4mg110311,6,3143906
253.33,1,1,1,253.33,35.0,-0.472,None,-0.5,None,2004,4mg110312,6,3145877
18564.07,61,61,28,304.33,37.705,0.037,None,-0.062,None,2004,4mg110313,6,3148202
2701.57,10,10,7,270.16,34.6,0.542,None,0.429,None,2004,4mg110314,6,3149002
20995.33,72,73,12,287.61,33.589,0.893,None,0.674,None,2004,4mg110315,6,3156452
15625.56,59,59,11,264.84,34.085,-0.1,None,-0.169,None,2004,4mg110316,6,3161403
257.76,1,1,1,257.76,25.0,-0.452,None,-0.5,None,2004,4mg110317,6,3164431
42692.63,143,143,58,298.55,37.189,-0.189,None,-0.197,None,2004,4mg110318,6,3169208
