--------------------
BDMEP - INMET
--------------------
Estação           : AIMORES - MG (OMM: 83595)
Latitude  (graus) : -19.49
Longitude (graus) : -41.07
Altitude  (metros): 82.74
Estação Operante
Inicio de operação: 01/06/1972
Periodo solicitado dos dados: 01/01/1980 a 31/01/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;EvaporacaoPiche;EvapoBHPotencial;EvapoBHReal;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoNivelMarMedia;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;VisibilidadeMedia;
83595;31/01/1980;0000;14;1.06;2.1;85.3;;;191.7;8.322222;14;237.1;;;31.973333;26.04;22.12;72.2;;
83595;29/02/1980;0000;14;1.091765;4;87;;;207.2;7.976471;13;192.2;;;32.542857;26.308571;21.892857;77.865385;;
83595;31/03/1980;0000;9;1.059551;2.1;109;;;273;7.325843;3;63;;;33.25;25.682;20.54;78.114583;;
83595;30/04/1980;0000;32;1.033333;2.1;67.5;;;147.8;8.049383;9;138.5;;;31.181481;24.48963;20.711111;79.826923;;
83595;31/05/1980;0000;14;1;1;59.6;;;160;7.773333;7;39.7;;;30.288;23.2112;18.512;69.12;;
83595;30/06/1980;0000;14;1.018519;1.5;69.1;;;167.4;7.604938;4;5;;;28.711111;21.479259;16.596296;60.398148;;
83595;31/07/1980;0000;9;1.161333;2.1;70.2;;;184.8;7.373333;3;10.4;;;28.956;20.1752;15.448;;;
83595;31/08/1980;0000;14;1.101111;2.1;97.6;;;209.4;7.666667;2;16.6;;1002.37;29.37;22.120667;16.906667;59.732759;;
83595;30/09/1980;0000;14;1.124051;2.1;91.4;;;125.2;8.21519;4;4.2;;999.305063;29.496154;23.054615;18.284615;74.020833;;
83595;31/10/1980;0000;14;1.04507;2.1;118;;;175.1;7.915493;2;1.6;;;32.208333;25.264167;20.4375;;;
83595;30/11/1980;0000;9;1.07971;2.1;99.8;;;134.6;8.086957;7;67.3;;;32.217391;26.14;22.178261;75.195652;;
83595;31/12/1980;0000;9;1.013095;2.1;93.6;;;161.3;8.321429;11;185.3;;;32.442857;26.55;22.685714;83.392857;;
83595;31/01/1981;0000;9;1;1;97.7;;;200.5;8.129032;13;202.5;;1003.88172;32.025806;26.273548;22.258065;83.169355;;
83595;28/02/1981;0000;9;1;1;79;;;189.3;7.710145;15;53.3;;;32.434783;26.00087;21.343478;;;
83595;31/03/1981;0000;14;1;1;92.3;;;182.2;8.047619;13;163.9;;;32.582143;26.413571;22.407143;78.293478;;
83595;30/04/1981;0000;9;1.039286;2.1;80.3;;;187.7;7.857143;4;32.9;;;29.942857;23.465714;18.85;77.62037;;
83595;31/05/1981;0000;9;1;1;78;;;196.8;7.911111;7;17.1;;;29.506667;22.338;17.51;67.433333;;
83595;30/06/1981;0000;14;1.002469;2.1;56.5;;;146.7;8.135802;6;22.5;;;27.551852;20.914074;16.537037;73.634615;;
83595;31/07/1981;0000;27;1.02619;2.1;79.1;;;180.1;7.488095;4;2.4;;1005.24881;27.689286;19.869286;14.335714;;;
83595;31/08/1981;0000;14;1.012644;2.1;91.4;;;172.6;7.701149;7;22.3;;;29.048276;22.170345;16.527586;69.939655;;
83595;30/09/1981;0000;9;1.188506;10;123.6;;;178.9;7.37931;;0;;;30.710345;23.836552;18.410345;73.428571;;
83595;31/10/1981;0000;9;1;1;70.5;;;53.7;9.294872;11;81.6;;999.631944;27.657692;23.239231;20.484615;79.826923;;
83595;30/11/1981;0000;9;1;1;61;;;111.2;8.740741;16;385.4;;999.262963;29.896296;25.073333;21.818519;83.611111;;
83595;31/12/1981;0000;9;1;1;102.2;;;186.9;8.044444;8;113.9;;;32.083333;26.284;22.49;78.9;;
83595;31/01/1982;0000;9;1.052381;5.4;69.9;;;152.3;8.595238;17;190.3;;999.911905;30.614286;24.989286;21.389286;85.87037;;
83595;28/02/1982;0000;9;1;1;83.8;;;203.3;7.48;10;21.9;;;32.856;26.5424;21.712;77.302083;;
83595;31/03/1982;0000;14;1.01358;2.1;67.1;;;138.9;8.320988;15;118.5;;997.914815;31.948148;26.291852;22.97037;85.17;;
83595;30/04/1982;0000;14;1;1;68.2;;;170.2;7.846154;7;115.6;;;29.473077;23.457692;19.146154;80.932692;;
83595;31/05/1982;0000;23;1.014103;2.1;56.6;;;152.1;8.025641;10;10.6;;1004.15641;28.384615;22.264615;17.307692;75.605769;;
83595;30/06/1982;0000;18;1;1;67.7;;;189.9;7.440476;1;1.8;;;29.885714;21.751429;16.221429;74.044643;;
83595;31/07/1982;0000;9;1.065476;2.1;81.4;;;190.9;7.702381;6;32.2;;;29.282143;20.867143;16.182143;68.458333;;
83595;31/08/1982;0000;18;1.141026;2.1;74.2;;;154.5;7.871795;8;12.1;;;29.469231;22.350769;17.557692;81.66;;
83595;30/09/1982;0000;23;1.183333;2.1;96.7;;;153.8;7.871795;5;16.2;;;29.188462;22.450769;17.565385;76.557692;;
83595;31/10/1982;0000;5;1.340476;2.1;130.6;;;165.1;7.940476;2;41.8;;;32.071429;25.612143;20.475;77.817308;;
83595;30/11/1982;0000;9;1.261905;2.1;154.3;;;243.3;7.869048;4;22.4;;;35.439286;27.836429;22.792857;68.4375;;
83595;31/12/1982;0000;14;1.230864;2.1;119.5;;;147.2;8.345679;10;68.6;;1000.42716;33.333333;26.957778;22.825926;80.240385;;
83595;31/01/1983;0000;14;1.091667;2.1;36.1;;;52.5;9.208333;11;135.1;;998.652083;30.9625;25.5825;22.2375;;;
83595;28/02/1983;0000;;;;;;;;;1;2;;;;;;;;
83595;31/03/1983;0000;;;;;;;;;2;1;;;;;;;;
83595;30/04/1983;0000;14;0.977778;1;41.7;;;83.3;8.111111;5;46.5;;999.891111;30.193333;24.045333;20.286667;;;
83595;31/05/1983;0000;;;;;;;;;;0;;;;;;;;
83595;30/06/1983;0000;36;1.040741;2.1;50;;;116.9;6.574074;1;0.4;;;29.733333;22.227778;17.438889;;;
83595;31/07/1983;0000;;;;;;;;;;0;;;;;;;;
83595;31/08/1983;0000;5;1.366667;2.1;;;;;5.666667;1;4;;;;;;;;
83595;30/09/1983;0000;;;;;;;;;4;38.9;;;;;;;;
83595;31/10/1983;0000;5;1.162963;2.1;53.8;;;86.3;8.5;6;67.5;;1009.67963;28.972222;23.637778;19.816667;;;
83595;30/11/1983;0000;36;1.122222;2.1;;;;;9.388889;7;95.2;;;;;;;;
83595;31/12/1983;0000;5;1.215686;2.1;41.1;;;67.7;8.784314;9;188;;1004.24902;31.282353;25.531765;21.988235;;;
83595;31/01/1985;0000;;;;;;;;;3;18.3;;;;;;;;
83595;31/03/1985;0000;;;;;;;;;1;4.7;;;;;;;;
83595;31/05/1985;0000;;;;;;;;;1;0.6;;;;;;;;
83595;30/06/1985;0000;5;1.222581;5.1;;;;;4.322581;1;0.8;;1007.56129;;;;;;
83595;31/07/1985;0000;;;;;;;;;;0;;;;;;;;
83595;31/08/1985;0000;36;1.277778;4.1;;;;;4.805556;1;2.4;;1009.675;;;;;;
83595;30/09/1985;0000;;;;;;;;;4;16.5;;;;;;;;
83595;31/10/1985;0000;36;1.364103;2.6;;;;;8.025641;5;68.6;;;;;;;;
83595;30/11/1985;0000;36;1.293939;4.1;;;;;7.939394;6;94.3;;1003.49697;;;;;;
83595;31/12/1985;0000;36;1.27027;5.1;69;;;123.7;7.864865;16;187;;;30.596;24.72;21.228;81.43;;
83595;31/01/1986;0000;;;;;;;;;12;184.2;;;;;22.583871;;;
83595;28/02/1986;0000;;;;134.5;;;270.2;;7;30.8;;;35.642857;;;;;
83595;31/03/1986;0000;36;1.251613;2.6;175.9;;;307.9;5.580645;7;15.5;;1005.03871;36.093548;;22.590323;;;
83595;30/04/1986;0000;36;1.278889;3.1;;;;;5.533333;4;25.3;;1004.84;;;21.783333;;;
83595;31/05/1986;0000;36;1.120652;3.1;128.6;;;240;5.215054;2;7.4;;;32.493548;;20.103226;;;
83595;30/06/1986;0000;36;1.163333;4.6;103.7;;;201.3;5.888889;7;10.1;;;28.71;;16.903333;;;
83595;31/07/1986;0000;36;1.113978;2.1;116.5;;;229.4;4.989247;4;11;;;28.909677;;16.041935;;;
83595;31/08/1986;0000;36;1.295699;2.6;126.6;;;234.7;5.903226;5;83.7;;1008.01828;30.793548;;18.703226;;;
83595;30/09/1986;0000;36;1.452222;3.1;133.5;;;200;7.011111;3;5.4;;;29.51;;18.443333;;;
83595;31/10/1986;0000;36;1.560215;4.1;149.4;;;198.5;6.301075;4;10.7;;;31.467742;;19.832258;;;
83595;30/11/1986;0000;36;1.383333;3.1;143.1;;;227.9;6.733333;7;68.1;;;32.66;;21.673333;;;
83595;31/12/1986;0000;36;1.126087;3.1;104.7;;;178.3;8.010753;19;138.6;;;32.393548;;23.477419;;;
83595;31/01/1987;0000;36;1.067742;2.1;;;;;6.827957;13;161.1;;;;;;;;
83595;28/02/1987;0000;;;;;;;;;11;35.5;;;;;;;;
83595;31/03/1987;0000;;;;;;;;;15;170.8;;;;;;;;
83595;30/04/1987;0000;;;;;;;;;8;25.5;;;;;;;;
83595;31/05/1987;0000;;;;;;;;;8;19.6;;;;;;;;
83595;30/06/1987;0000;;;;;;;;;7;12.6;;;;;;;;
83595;31/07/1987;0000;;;;;;;;;2;2.4;;;;;;;;
83595;31/08/1987;0000;;;;;;;;;3;8.1;;;;;;;;
83595;30/09/1987;0000;;;;;;;;;7;44.6;;;;;;;;
83595;31/10/1987;0000;;;;;;;;;6;35;;;;;;;;
83595;30/11/1987;0000;;;;;;;;;15;179.7;;;;;;;;
83595;31/12/1987;0000;;;;;;;;;13;200.7;;;;;;;;
83595;31/01/1988;0000;36;1.306452;4.1;120.1;;;255.1;5.763441;13;171.9;;1004.1;34.625806;;22.93871;;;
83595;29/02/1988;0000;36;1.221739;3.1;71.9;;;121.5;;5;23.6;;;35.1375;;23.9625;;;
83595;31/03/1988;0000;5;1.238043;3.1;117.4;;;255.6;6.054348;10;227.7;;;33.767742;;21.780645;;;
83595;30/04/1988;0000;36;1.14;2.6;92.7;;;192;6.477778;8;33.3;;;32.45;;21.81;;;
83595;31/05/1988;0000;18;1.331183;3.6;97.8;;;213.2;4.741935;8;34.6;;;31.970968;;20.490323;;;
83595;30/06/1988;0000;23;1.178889;3.1;86.2;;;184.5;6.011111;5;19.8;;;28.39;;16.68;;;
83595;31/07/1988;0000;36;1.24086;3.4;96.8;;;184.6;6.215054;3;8.4;;;27.354839;;14.306452;;;
83595;31/08/1988;0000;36;1.612903;5;117.4;;;203.1;5.602151;3;0.7;;;28.425806;;16.209677;;;
83595;30/09/1988;0000;36;1.667778;5;141;;;220.2;4.988889;3;5;;;31.476667;;19.18;;;
83595;31/10/1988;0000;36;1.411828;4.1;118.7;;;147.8;7.978495;5;59.6;;;31.077419;;21.554839;;;
83595;30/11/1988;0000;36;1.263333;4.6;91;;;152.7;8.077778;16;164.6;;;29.45;;20.5;;;
83595;31/12/1988;0000;36;1.204301;2.1;91.7;;;208.4;6.655914;12;180.3;;;31.441935;;21.487097;;;
83595;31/01/1989;0000;5;1.391398;3.4;142.2;;;288.9;6.554348;7;25.7;;;34.874194;;22.593548;;;
83595;28/02/1989;0000;23;1.209524;2.1;152;;;272.5;5.571429;5;71.6;;1003.19881;36.385714;;23.1;;;
83595;31/03/1989;0000;36;1.156989;2.1;120.1;;;248.7;6.032258;10;139.5;;;33.887097;;22.841935;;;
83595;30/04/1989;0000;27;1.183333;2.1;132.5;;;257.9;4.733333;3;21.6;;;33.746667;;21.313333;;;
83595;31/05/1989;0000;18;1.087097;3.1;109.5;;;188;5.322581;8;64.1;;;29.864516;;18.132258;;;
83595;30/06/1989;0000;36;1.112222;2.6;76.9;;;156.2;5.766667;6;58.2;;;28.163333;;17.233333;;;
83595;31/07/1989;0000;23;1.13871;2.6;109.3;;;225.4;4.752688;2;24;;;29.241935;;14.867742;;;
83595;31/08/1989;0000;36;1.31828;3.1;100.5;;;201;6.623656;6;20.4;;;29.006452;;17.7;;;
83595;30/09/1989;0000;36;1.195556;2.6;127;;;203.8;6.066667;6;26.1;;;31.41;;20.11;;;
83595;31/10/1989;0000;9;1.323656;2.6;107.3;;;134.3;7.548387;8;68.8;;;29.548387;;20.303226;;;
83595;30/11/1989;0000;9;1.134444;2.1;91.3;;;101.7;8.522222;20;152.9;;;30.273333;;21.486667;;;
83595;31/12/1989;0000;9;1.113978;2.1;96.1;;;133.5;8.397849;17;131.1;;;30.419355;;21.454839;;;
83595;31/01/1990;0000;9;1.177419;2.1;174.3;;;307.8;5.978495;2;1.5;;;35.154839;;22.654839;;;
83595;28/02/1990;0000;9;1.19881;2.6;145;;;242.9;6.214286;12;68.2;;;35.378571;;22.889286;;;
83595;31/03/1990;0000;9;1.205376;3.6;165.1;;;303.9;5.172043;6;10.2;;;36.067742;;23.532258;;;
83595;30/04/1990;0000;9;1.117778;5.1;125.8;;;263.4;5.311111;11;59.9;;;34.093333;;22.486667;;;
83595;31/05/1990;0000;36;1.143011;2.6;106.3;;;233.3;4.548387;6;58.1;;;30.819355;;18.758065;;;
83595;30/06/1990;0000;9;1.088889;3.1;96.7;;;216.6;5.477778;5;20.3;;;30.143333;;18.053333;;;
83595;31/07/1990;0000;9;1.119355;2.1;102.4;;;233.7;5.612903;5;19.5;;;29.790323;;17.967742;;;
83595;31/08/1990;0000;9;1.330108;3.1;112;;;144.5;7.096774;6;69.7;;1011.88172;28.574194;;18.380645;;;
83595;30/09/1990;0000;9;1.335556;2.6;105.9;;;182.5;6.977778;5;29.4;;;29.04;;19.543333;;;
83595;31/10/1990;0000;9;1.349462;3.1;117.9;;;174.3;7.150538;13;104.3;;;31.003226;;21.280645;;;
83595;30/11/1990;0000;9;1.248889;2.6;131.2;;;241.5;6.511111;8;132.7;;1003.86;33.883333;;22.92;;;
83595;31/12/1990;0000;9;1.231183;2.1;115.6;;;200.9;7.086022;14;102.2;;;32.387097;;22.348387;;;
83595;31/01/1991;0000;9;1.107527;2.1;81.5;;;157.4;8.44086;18;280.2;;;31.606452;25.588387;22.187097;84.677419;;
83595;28/02/1991;0000;9;1.134524;3.6;83;;;169;7.52381;;117.4;;;32.117857;26.603571;23.057143;80.892857;;
83595;31/03/1991;0000;14;1.029032;2.1;87.7;;;207;7.204301;;195.2;;;31.867742;26.111613;22.316129;81.532258;;
83595;30/04/1991;0000;14;1.092222;2.1;99.6;;;233.4;5.7;;15.3;;;31.92;25.462;20.983333;69.658333;;
83595;31/05/1991;0000;14;1.105376;3.1;85.1;;;190.2;6.043011;;32.8;;;28.893548;22.694839;18.612903;71.169355;;
83595;30/06/1991;0000;27;1.037778;2.1;77.6;;;196.2;6.2;;12;;;29.15;22.038;17.346667;77.608333;;
83595;31/07/1991;0000;14;1.164516;2.6;86;;;177.6;6.236559;;16.8;;1011.63871;27.696774;21.060645;16.516129;72.395161;;
83595;31/08/1991;0000;9;1.248387;2.6;96.8;;;202.2;6.408602;;24.6;;1013;28.216129;21.590968;16.645161;70.806452;;
83595;30/09/1991;0000;14;1.361111;3.1;110.3;;;171.6;6.911111;;45;;;29.216667;22.962;18.393333;76;;
83595;31/10/1991;0000;27;1.498925;5.1;125.7;;;191.5;7.666667;;24.7;;;30.529032;24.616129;20.525806;75.064516;;
83595;30/11/1991;0000;5;1.236667;2.6;100.4;;;150.1;8.411111;16;100;;;31.56;25.848667;22.123333;77.516667;;
83595;31/12/1991;0000;27;1.045161;2.1;106.1;;;191.5;7.387097;16;208.1;;;33.512903;27.123871;22.803226;77.782258;;
83595;31/01/1992;0000;9;1.107527;3.4;68.5;;;99.9;9.096774;26;220.6;;;29.883871;25.470323;22.383871;85.040323;;
83595;29/02/1992;0000;18;1.137931;2.6;86.3;;;182.1;7.252874;17;125.7;;;31.506897;25.648966;21.537931;78.517241;;
83595;31/03/1992;0000;14;1.147312;2.1;107.6;;;226.6;6.72043;;71.6;;;32.729032;26.328387;21.945161;76.056452;;
83595;30/04/1992;0000;9;1.172222;2.6;93.2;;;189.9;6.977778;;21.8;;;32.163333;26.018667;22.123333;74.158333;;
83595;31/05/1992;0000;27;1.024731;2.1;95.1;;;235.3;4.645161;;74.5;;;31.974194;24.770968;20.209677;76.064516;;
83595;30/06/1992;0000;9;1.074444;2.1;94.1;;;211.5;5.077778;;12.4;;;29.913333;22.536;17.573333;75.008333;;
83595;31/07/1992;0000;27;1.135484;2.6;95.2;;;200.6;6.193548;;16.6;;;28.870968;21.859355;16.703226;73.790323;;
83595;31/08/1992;0000;23;1.273118;2.6;105.6;;;163.7;7.172043;;51.8;;;28.516129;22.137419;17.635484;74.427419;;
83595;30/09/1992;0000;9;1.308889;2.6;99.1;;;138.3;7.966667;;33.5;;;28.896667;23.502667;19.69;71.516667;;
83595;31/10/1992;0000;9;1.235484;3.1;93.8;;;114.5;8.494624;;222.1;;;29.496774;24.401935;20.945161;76.983871;;
83595;30/11/1992;0000;18;1.156667;2.6;89.2;;;166;7.811111;16;172.6;;;30.366667;25.236667;21.643333;77.05;;
83595;31/12/1992;0000;14;1.123913;2.6;86.5;;;154.6;8.228261;20;222.5;;;30.493548;25.306452;21.819355;79.491667;;
83595;31/01/1993;0000;9;1.15914;2.1;122.8;;;269.7;6.580645;;89.4;;;33.787097;27.230968;22.354839;73.814516;;
83595;28/02/1993;0000;9;1.142857;2.6;122.9;;;261.5;6.392857;;42.9;;1004.19881;34.196429;27.41;22.717857;69.321429;;
83595;31/03/1993;0000;14;1.124731;2.1;173.8;;;;4.913978;;14.9;;;36.129032;28.773548;23.035484;62.596774;;
83595;30/04/1993;0000;14;1.073333;2.6;106.8;;;225.2;5.955556;;92.4;;;32.876667;26.652;22.256667;76.875;;
83595;31/05/1993;0000;9;1.052688;2.6;79.9;;;201.4;5.763441;;79.7;;;29.793548;23.076129;18.483871;76.241935;;
83595;30/06/1993;0000;18;1.083333;2.6;75.7;;;176.7;6.188889;;4.4;;;28.823333;21.27;16.306667;74.3;;
83595;31/07/1993;0000;27;1.108602;2.6;108.6;;;205;4.677419;;0.6;;;30.696774;22.590323;17.093548;68.451613;;
83595;31/08/1993;0000;18;1.345161;6.2;114.1;;;210.1;6.16129;;28.3;;;29.719355;22.605806;17.412903;71.056452;;
83595;30/09/1993;0000;23;1.283333;5.1;132.6;;;202.9;5.111111;;57.4;;;32.373333;25.356667;20.14;65.245;;
83595;31/10/1993;0000;9;1.289247;2.1;140.3;;;223;6.612903;;28.6;;;32.941935;26.134194;21.780645;67.217742;;
83595;30/11/1993;0000;9;1.231111;3.1;148;;;246;6.366667;;24.4;;;34.873333;27.732;22.783333;64.883333;;
83595;31/12/1993;0000;5;1.094624;2.1;102.9;;;174.3;8.215054;18;276.4;;;31.990323;26.427742;22.748387;81.459677;;
83595;31/01/1994;0000;23;1.107527;2.1;109.8;;;231.6;7.784946;;82.6;;;33.641935;27.788387;23.648387;82.475806;;
83595;28/02/1994;0000;9;1.17619;2.6;151.2;;;292.4;5.416667;;10.3;;;35.975;28.961429;23.875;66.6875;;
83595;31/03/1994;0000;14;1.023656;2.1;86.6;;;198.7;7.494624;15;336.8;;;32.396774;26.524516;22.741935;81.416667;;
83595;30/04/1994;0000;14;1.078889;2.6;73.6;;;191.1;6.5;;104.7;;;30.693333;24.776667;20.603333;81.208333;;
83595;31/05/1994;0000;18;1.047312;2.1;81.9;;;223.6;5.537634;;29.4;;;31;24.043871;19.780645;79.072581;;
83595;30/06/1994;0000;14;1.098889;2.6;93.6;;;191.3;6.222222;;0.6;;;29.536667;22.398667;17.316667;75.358333;;
83595;31/07/1994;0000;32;1.172043;2.6;105.1;;;232.5;5.655914;;1;;;29.496774;22.232903;16.9;69.451613;;
83595;31/08/1994;0000;14;1.335484;3.1;127.6;;;234.9;4.956989;;0;;;29.945161;22.057419;16.193548;63.620968;;
83595;30/09/1994;0000;5;1.435556;3.1;147.1;;;236.9;5.566667;;0.2;;;31.51;24.228;19.016667;61.441667;;
83595;31/10/1994;0000;14;1.424731;3.1;162;;;179.2;6.462366;;7.1;;;33.006452;26.279355;21.732258;60.854839;;
83595;30/11/1994;0000;9;1.214444;2.6;131.8;;;179.5;7.688889;;131.2;;;32.14;26.379333;22.103333;70.433333;;
83595;31/12/1994;0000;5;1.087097;2.1;103.4;;;203.1;7.634409;;92.7;;;32.458065;27.158065;22.980645;73.733871;;
83595;31/01/1995;0000;9;1.241935;2.6;162.7;;;;5.860215;;65.4;;;36.177419;29.246452;23.906452;67.903226;;
83595;28/02/1995;0000;18;1.079762;2.1;132.5;;;230;6.216867;;30.2;;1002.87381;35.782143;29.164286;24.103571;69.883929;;
83595;31/03/1995;0000;14;1.2;2.6;154;;;246.2;6.580645;;85;;;35.212903;28.450968;23.725806;70.290323;;
83595;30/04/1995;0000;14;1.111111;2.1;79.8;;;179.5;6.644444;;99.5;;;31.316667;25.283333;21.413333;78;;
83595;31/05/1995;0000;9;1.086022;2.1;93.8;;;199.7;6.032258;;40;;;31.174194;24.667097;20.245161;73.443548;;
83595;30/06/1995;0000;9;1.073333;2.1;92.8;;;237.1;4.855556;;2.8;;;29.826667;22.21;16.316667;67.2;;
83595;31/07/1995;0000;14;1.048387;2.6;77.4;;;176;6.021505;;21.7;;;28.790323;22.325806;17.464516;81.217742;;
83595;31/08/1995;0000;18;1.252688;2.6;97.9;;;245.5;4.344086;;5.8;;;31.077419;23.976774;18.077419;74.604839;;
83595;30/09/1995;0000;14;1.443333;2.6;134.4;;;213.4;6.022222;;1;;;31.76;25.131333;20.13;71.866667;;
83595;31/10/1995;0000;9;1.248387;3.1;126;;;208.6;7.053763;;140.1;;;32.190323;25.903226;21.577419;76.693548;;
83595;30/11/1995;0000;27;1.035556;2.1;85;;;184.5;7.711111;15;193.4;;;30.2;25.012;20.953333;81.641667;;
83595;31/12/1995;0000;14;1.116129;5.4;70;;;161.7;8.419355;25;396.2;;;31.358065;25.870968;22.312903;86.379032;;
83595;31/01/1996;0000;9;1.212903;2.1;127.4;;;292.2;6.774194;;10.2;;;34.525806;27.841935;22.948387;75.822581;;
83595;29/02/1996;0000;36;1.309195;3.1;166.5;;;293.2;5.482759;;7;;;36.951724;29.451034;23.889655;65.965517;;
83595;31/03/1996;0000;9;1.236559;3.1;155.9;;;290.1;6.419355;;46.9;;;36.329032;29.187097;24.193548;65.33871;;
83595;30/04/1996;0000;18;1.172222;2.6;109.9;;;223.8;6.044444;;49.4;;;32.766667;26.12;21.366667;68.958333;;
83595;31/05/1996;0000;14;1.178495;2.1;101.1;;;227.5;5.053763;;13.9;;;30.509677;23.106452;17.764516;67.709677;;
83595;30/06/1996;0000;9;1.097778;4.1;95.4;;;212.4;4.8;;13.8;;;29.79;21.96;16.43;68.191667;;
83595;31/07/1996;0000;0;1.14086;2.6;98.5;;;211.8;4.55914;;1.4;;;29.335484;21.52129;16.458065;67.685484;;
83595;31/08/1996;0000;9;1.268817;2.1;99.4;;;182.6;6.236559;;22;;;28.503226;21.670968;16.632258;65.016129;;
83595;30/09/1996;0000;9;1.405556;3.1;98.2;;;181;7.377778;;91.1;;;29.813333;23.658;19.49;69.175;;
83595;31/10/1996;0000;9;1.250538;3.1;108;;;189.6;7.182796;;103.9;;;31.406452;25.150323;20.848387;68.895161;;
83595;30/11/1996;0000;9;1.045556;2.1;67.3;;;114.8;8.522222;20;356.3;;;29.56;24.537333;21;79.883333;;
83595;31/12/1996;0000;9;1.051613;3.1;85.3;;;193.7;7.967742;23;148.8;;;32.464516;26.410323;22.522581;76.782258;;
83595;31/01/1997;0000;9;1.09881;2.1;86.3;;;235.8;7.988095;;260.6;;;33.167857;26.965;23.042857;74.526786;;
83595;28/02/1997;0000;5;1.165476;2.6;94.4;;;214.3;6.892857;;42;;;32.542857;26.421429;22.107143;74.794643;;
83595;31/03/1997;0000;32;1.055914;2.1;85.9;;;200;7.419355;15;317.9;;1003.84086;31.406452;25.294194;21.132258;79.524194;;
83595;30/04/1997;0000;9;1.063333;2.6;77;;;207.1;7.044444;;35.4;;;31.373333;24.870667;20.52;80.458333;;
83595;31/05/1997;0000;9;1.013978;2.6;85.5;;;220.3;5.473118;;17.2;;;29.664516;22.272258;17.477419;74.209677;;
83595;30/06/1997;0000;18;1.008889;2.1;84.4;;;232;4.011111;;3.2;;1005.69;30.353333;20.803333;14.886667;71.05;;
83595;31/07/1997;0000;27;0.978495;2.6;109.2;;;249;3.419355;;0;;;30.451613;21.665806;15.380645;60.951613;;
83595;31/08/1997;0000;9;1.286022;3.1;127.8;;;276;4.27957;;15;;;31.045161;22.434194;16.06129;61.703704;;
83595;30/09/1997;0000;14;1.234444;3.1;123.7;;;193.3;6.3;;40.8;;;32.566667;25.371333;20.616667;68.941667;;
83595;31/10/1997;0000;9;1.252747;3.1;122.1;;;160.3;7.197802;;100.9;;;31.946667;25.679333;21.43;75.3;;
83595;30/11/1997;0000;14;1.393258;3.1;143.3;;;252.4;5.820225;;122.8;;;34.826667;28.078667;23.626667;73.908333;;
83595;31/12/1997;0000;14;1.131868;2.1;91.1;;;198;7.175824;;107.9;;;33.373333;27.296;23.36;79.95;;
83595;31/01/1998;0000;14;1.16413;2.1;106.8;;;233.4;7.5;;167.1;;;34.2;28.08;23.806452;78.024194;;
83595;28/02/1998;0000;36;1.185714;2.1;118.3;;;241.8;5.583333;;70.1;;;35.728571;29.036296;24.146429;70.6875;;
83595;31/03/1998;0000;18;1.211765;2.1;123.4;;;214.4;6.329412;;45.2;;;35.4;28.581429;23.564286;72.508929;;
83595;30/04/1998;0000;27;1.070787;2.6;118.9;;;213.5;6.426966;;7.4;;;34.213333;27.312667;22.57;76.091667;;
83595;31/05/1998;0000;27;1.12043;2.6;125.3;;;200.4;6.043011;;20.6;;;32.174194;25.202581;20.303226;75.387097;;
83595;30/06/1998;0000;14;1.18;2.6;100.8;;;193.4;5.988889;;8.6;;;29.58;21.856;16.466667;71.958333;;
83595;31/07/1998;0000;14;1.048387;2.6;105.2;;;243;3.817204;;2.7;;;30.580645;22.391613;16.693548;64.903226;;
83595;31/08/1998;0000;14;1.3;3.1;122.2;;;225.2;5.924731;;3.4;;;32.170968;25.164516;19.625806;62.419355;;
83595;30/09/1998;0000;18;1.506667;3.1;133.7;;;229;4.777778;;1.6;;;33.433333;25.997333;20.586667;68.641667;;
83595;31/10/1998;0000;9;1.182796;3.1;102.3;;;121;7.967742;;201.1;;1006.18172;31.303226;25.589677;21.619355;78.475806;;
83595;30/11/1998;0000;9;1.098889;2.1;64.1;;;122.3;8.433333;15;113.2;;;30.033333;24.782667;21.113333;78.7;;
83595;31/12/1998;0000;14;1.173118;2.1;101.2;;;268.1;6.473118;;142.8;;;34.325806;27.656129;22.851613;69.08871;;
83595;31/01/1999;0000;18;1.212903;2.1;136.5;;;280.7;6.698925;;51.7;;;36.441935;29.392903;21.5;62.951613;;
83595;28/02/1999;0000;18;1.30119;2.1;147.1;;;254.8;5.428571;;28.6;;;36.814286;29.368571;22.1;58.419643;;
83595;31/03/1999;0000;9;0.987097;2.1;88.6;;;256.4;6.430108;;144.1;;;33.909677;27.212258;20;73.435484;;
83595;30/04/1999;0000;14;1.058889;2.1;100.6;;;228.7;6.433333;;51;;;32.773333;26.172;17;68.183333;;
83595;31/05/1999;0000;9;0.969892;2.1;101.8;;;222.7;4.870968;;4.8;;;31.248387;23.175484;11.5;63.604839;;
83595;30/06/1999;0000;9;1.054444;2.1;88.9;;;217.5;5.211111;;6.8;;1005.87;30.83;23.160667;15;67.208333;;
